,R:VERB:FORM,R:VERB:TENSE,M:NOUN,U:PREP,M:VERB:TENSE,R:PRON,R:SPELL,R:ADV,U:NOUN:POSS,R:ORTH,M:DET,U:OTHER,R:NOUN,U:ADV,M:ADJ,R:PREP,R:CONJ,U:NOUN,M:VERB:FORM,R:NOUN:NUM,R:NOUN:POSS,U:VERB:FORM,R:CONTR,M:ADV,U:DET,U:PUNCT,M:PRON,U:PART,R:NOUN:INFL,M:PART,M:CONJ,R:VERB:SVA,M:PUNCT,R:PUNCT,M:NOUN:POSS,U:VERB:TENSE,U:PRON,U:CONJ,R:WO,R:VERB,R:ADJ,M:PREP,R:VERB:INFL,U:ADJ,U:VERB,M:OTHER,U:CONTR,UNK,R:OTHER,R:PART,R:MORPH,R:DET,M:VERB,R:ADJ:FORM
0,-0.002804722498090624,-0.016557827015967502,-0.004332360958063376,0.017002931100912187,-0.019374044131615767,-0.02083792728367711,0.049213554197608166,-0.17542398246378357,-0.16737808276706104,0.015688079251289663,-0.025195990350307756,0.08288137506758737,-0.03843087003269963,-0.04074958147282573,0.028058833881792936,-0.01734661905596357,0.11357202008762479,0.00901925948566161,-0.062001833375850385,0.001245489488384273,0.15779014930008342,0.01602048658692949,0.024138558232474683,-0.09388704330851957,-0.028565067804128465,-0.06466157986053317,0.03765560900654855,-0.06145080699827826,-0.4433596424838762,0.22860091173595998,-0.10073275959403927,0.002372272184310825,0.043216114725968285,0.07605587039749143,0.10319182970982832,-0.15750041196672854,0.11389542650919968,-0.10221249364938484,-0.030162534274267558,-0.03902310621602724,0.05644210578529083,-0.018599399111661932,-0.19887694375468595,-0.12266930382995878,-0.08691989236500122,-0.0569143869268417,-4.163336342344337e-17,-0.11925410376137432,0.010884150900404843,-0.06424073102743831,-0.009758753799275158,0.06975413182830667,0.04470007485684335,0.0024257054736635947
1,0.03193832731573409,0.018173139868147337,-0.04008921313924753,0.03458216962495092,-0.12067145005782767,-0.009108543299013361,-0.07149417212214594,-0.21726862103516473,-0.38138669102462797,0.07472020745686993,0.005461296508224384,0.06543701719220457,0.020539445518599993,0.004030583572498303,-0.07261138527540648,0.016052714958824044,0.008610640457964114,-0.1341286293936512,0.21853048210115456,-0.03803713176148088,0.10901179919622994,0.11626166898250281,-0.35508091316773244,-0.09498174277770771,0.032115154068595664,0.016949530268366653,-0.059547715851437755,-0.03345208008099193,-0.19727297880817218,0.020060995534711662,-0.04903616085582452,0.05186353390032375,0.036151398591286056,0.042958290105395786,0.09171687528384712,-0.0748885808262147,0.10005074833082346,0.15506997389338037,0.030123493999672957,-0.05376626383668935,0.15492987792085078,0.11920995954287145,-0.7499776660668006,-0.10959666631659581,0.024261144784056887,-0.0025623042182008615,8.326672684688674e-17,-0.0637591863736726,-0.005335117016537577,0.15363796818333536,-0.044736185033032366,0.07569977318096316,0.08581174931628119,-0.1480690600520972
2,0.032951775431423885,0.010526669143476202,-0.06589676858535928,0.05914629079506326,-0.12705130670806009,-0.02419297677769023,-0.19609872161038291,0.03137909111900324,0.035097046473365284,0.0337354994478752,0.03664722097135735,0.05701094891314214,-0.026343764244587148,-0.12458053935169375,0.020273183089743893,-0.03131392504576351,0.07853463375219236,-0.10943406623799454,0.04636578959625823,-0.032867559201973484,-0.032417367913639764,-0.08104143278613841,-0.17231016863252674,-0.015638478408964096,-0.005069775070019836,-0.08494241223228424,-0.03987059683962582,-0.06359828816554836,-0.23269699139058048,0.6668787319579472,-0.042513137680715296,0.024427893318936106,0.032924452687238,-0.023195622740096913,0.09215859738039538,-0.2315846383991056,0.2236199943697508,-0.09468176243331858,-0.07426351931720301,-0.014021652994908318,0.10799062025388219,0.02176349607168726,-0.35951464244925135,0.001281522738161761,0.06418541697401603,-0.03186722432464166,-5.551115123125783e-17,-0.04879310269051021,-0.011166025637040722,-0.04491011548118007,-0.010152653210671242,0.1343116799381399,0.1189317785735889,-0.14765393423277076
3,0.0742308431150194,-0.030677162068456762,-0.0560864992510877,0.006108987036201011,-0.08191593732010538,-0.01844958324292862,0.02496686701515985,-0.2280543706507076,-0.2677287743746716,0.12724672935190975,-0.003473632977363472,0.03265552468766068,-0.017002596681808008,-0.03943103466086786,0.052583204174831144,-0.02699970582860899,0.10128162001246226,-0.04550742739686149,0.17423216099779731,0.019868773968831258,0.023714486345652715,0.0247304594356096,-0.9492198007201229,-0.18370112527533972,0.01245826057160243,-0.03514110401534998,0.0432977178041587,0.08224583939757568,-0.25620719608918485,0.4211728985329453,0.0324394693081229,0.02451060020702414,0.041590357288126656,0.04344035026406887,0.21163239310442036,-0.1886823440658691,0.09364838586603406,0.07770308608607424,-0.06531552646729516,-0.025867332922745345,0.10519688584399856,0.05291668361010138,-0.5046285497573799,-0.09524026897713422,-0.024215966712063913,-0.021096505824605233,1.3877787807814457e-17,-0.15779629291687608,0.005455211414949077,0.0312762700287918,-0.023596292167649663,0.04465925962227668,0.1476095673113893,-0.004489555791794361
4,0.128042936837425,-0.022326703234016615,-0.15614381439968744,-0.0026026029409064177,0.019230451242274134,0.04424977632873858,-0.030776926560809922,0.07425433435329754,-0.023324903921651333,0.09711801884241344,-0.00675140453327365,0.045656590522070634,0.009458412121930687,-0.05298779712405435,0.21222889250188995,0.011849989732211574,0.12476594836543686,0.04509272951151262,0.26290734512595215,-0.04172702618425572,0.1484437248036685,-0.11849979434558935,-0.13365708359297462,-0.013833696546555876,0.012972646643244073,-0.05744575084226901,-0.20205721389024198,0.306230390834334,-0.23582752876811572,0.28737993901808495,-0.007247357470940519,0.03215889338622266,0.031097528664748516,-0.08206079491200258,0.0034791379846747794,-0.21134394199967776,0.09508390871345415,0.0687112382142327,0.018629342884801503,-0.007569473872076848,0.08409263786553452,-0.03583408219215646,-0.07697625926670212,-0.09585802879159411,0.026886045263160546,-0.02815511042543415,6.938893903907228e-17,-0.02084374941907187,0.015384982218962756,-0.07234997511783603,-0.05611535370577808,0.08081517838985806,0.10246234195292003,-0.08902401408102113
5,0.03366720118931165,-0.03220107430150611,-0.12616269870417934,0.011765477516091727,0.05778087849487067,-0.11369163481167219,0.040265946377562735,-0.07408898026602886,0.007778304842369764,0.17156518445489954,-0.016165191845920364,0.047819310937457976,-0.08685890806758077,-0.04292637196843051,0.060001476921367494,0.033386289531286306,0.010192761882306917,-0.0420383056588573,0.09875352418822794,0.007182594490883709,-0.13523652140398915,0.264643921386012,-0.06817614061220087,-0.08305116117049022,0.022426303051976793,-0.028809207968521086,-0.019281356788842328,0.00337053777705551,-0.32005418697754756,0.33324514317937803,-0.004835102393617147,0.06409330415863562,0.005299533227169584,0.07221780135867775,0.11747523460510291,-0.1651870699903409,0.22934246692825433,0.11559134560273523,-0.07509154077302904,-0.025031361181483386,0.04921816487039517,-0.030461020889407567,-0.34189445345780395,-0.18668872930906152,0.046340472532265836,-0.015932543117846004,1.222980050563649e-16,-0.04804102953088379,-0.008889765280678918,0.07682876573126551,0.027979935693873734,0.06008215001635829,0.049869091308696545,-0.012201919154955665
6,0.056950966470221936,-0.036377866771970815,-0.11157241212796304,-0.04909239117004125,-0.07907140004395664,0.049259841695605336,0.03780253899479735,-0.028152063132148124,-0.4694592509066101,0.015170571037212316,0.04184316586890168,0.0411754041275507,-0.03458553127843073,-0.03268067091757335,0.12201781671041394,-0.0035337371793221495,0.04636875817225582,-0.002083806279040673,0.1595795910040097,-0.012050689893653432,-0.08670634255705215,0.11147963030658589,0.07597959737284796,-0.08168796316452576,0.005060169910991064,-0.03911797926766812,-0.06914260078661172,0.1990783755127103,-0.16776050747473775,0.5840683788698913,-0.08110172431905648,-0.003737809765364482,0.02429596059979198,0.032931164243436846,0.11048312748264283,-0.19879706312730733,0.014361926815736871,0.18883673578147353,-0.07978448556107391,0.018223883902677332,0.03292470726502743,-0.043200993821311096,0.22818011154443413,-0.09201006054288696,0.020475423026684078,-0.04379951920206712,-1.3877787807814457e-17,-0.08527483350523396,-0.006105249504530286,-0.09426394069556254,-0.008462903301730829,0.0519462268177551,0.10435601449993567,0.13165098314617632
7,0.028936372685512354,-0.0420454688861355,-0.11269446094490647,0.024533639208056852,-0.02463937573129505,0.019375252126638914,-0.17736407870171605,-0.03398449753013724,-0.12875411485272137,0.08080094854672472,-0.013537019040735163,0.04595315047155764,0.03436221318194675,-0.017025003688969875,0.01623424006501449,-0.03399829443336122,-0.14177250088079804,-0.0006797288977836297,0.06796758818652203,-0.004444570170173759,0.0075955861471766715,0.10818420540569919,-0.07505609883010417,-0.25717127318982635,-0.036922984986776125,0.01979284062991471,-0.04243825294261544,0.16453631696990634,-0.09367912161633712,0.2623601936462709,0.060487060018945854,0.020654573776623025,-0.017835375415413954,-0.021746029839190675,0.07116009027067167,-0.0459677839059821,0.014616534017926619,0.1549238012332827,-0.017912526533819,-0.000585784789996685,0.03708411824891872,-0.036620026507452,-0.6507869325686524,-0.11241616247908762,0.01337629004248389,-0.046355384553542225,2.7755575615628914e-17,-0.09872914732067224,-0.01064032004075223,0.021228759153494616,-0.020589634321446115,0.050190110103142366,0.0736827577368168,-0.09045456213607869
8,0.1097674836800135,-0.003595948371480945,-0.11360033345905322,0.02089843398742318,0.016965042456966478,-0.08521550373762073,-0.07948798199667007,-0.09909527132579093,-0.19154934709310475,0.08251464896072135,-0.04776912218921529,0.05640262515180028,-0.042779013546596245,-0.023971879127837353,0.05982737012702116,0.010326375050792015,0.011627057696195462,0.019666916773065007,-0.03906142923281605,-0.02808772153650968,0.07855619889550151,0.053967302979298304,0.11745638397619279,-0.18960116511008784,-0.033136418292641134,0.009189351411840713,0.10963647227430062,0.055415848111164095,0.1710568713148461,0.5203462085787895,-0.010530741544143893,-0.019061946103632488,0.01164815461423914,0.06569736655241414,0.13316173255132124,-0.10276695215166223,0.03319102341443854,0.015146692215229504,0.00989036625353231,-0.005027382145522341,0.0932561736900819,-0.07407670101291236,-0.3717508084067863,-0.03759640173162961,0.0683087918100413,-0.0017706504393897315,5.551115123125783e-17,-0.021875713812429837,0.008900094873433871,0.17426415913747031,0.004408784252680015,0.05128774849912077,0.18236129059463463,-0.08643179232646789
9,0.03100738934177641,0.0319966632804039,-0.09135126899622475,-0.0226645468631022,-0.1213693405551229,-0.13889301454933964,-0.023262098660891253,0.008869185408381101,-0.13244690935109124,0.10646569463637445,-0.037453673191043924,0.050412736683383585,-0.02143500231981625,-0.045003066139955444,0.08630793777988593,0.03128280299544951,-0.047354360298929005,-0.0240391729715806,0.0021929718451875867,-0.007723858964620793,0.24348225714312463,0.07173703701944355,-0.09141198268928141,-0.09700922432738812,-0.03040168561974632,0.08271012683414422,-0.07723569609467515,0.010660367936496523,-0.21229503960811938,0.3846958096629409,-0.04113350107367447,-0.003907394572940842,0.03507721762550597,-0.009421486659755375,0.13419288159989576,-0.09287288368355309,-0.0023417566334959783,0.12766371963566886,-0.052889646083840336,0.015910597392194525,0.043654690014801045,-0.03646998878534008,-0.40553943432483547,-0.04876647682189761,-0.009538037901780538,0.012959653653391648,-1.3877787807814457e-17,-0.11783541334986908,0.020064193666919597,0.020278895226179178,-0.03657237048440998,0.010122600731813536,0.04457746016080068,-0.0045798313484494355
