,Vt,Vm,V0,Vform,SVA,ArtOrDet,Nn,Npos,Pform,Pref,Prep,Wci,Wa,Wform,Wtone,Srun,Smod,Spar,Sfrag,Ssub,WOinc,WOadv,Trans,Mec,Rloc-,Cit,Others,Um
iter5261,16,25,5,26,21,7,11,18,13,4,9,6,1,22,8,17,27,3,10,14,23,2,20,15,19,0,12,24
iter5262,21,22,14,26,25,5,17,1,2,11,10,8,20,19,9,16,27,6,0,12,13,7,18,23,15,3,4,24
iter5263,21,24,20,25,22,6,16,2,5,11,14,7,0,19,4,13,26,12,18,8,9,10,15,23,17,1,3,27
iter5264,24,20,15,26,25,7,17,2,0,8,9,6,19,22,14,12,27,11,18,4,10,3,13,23,16,1,5,21
iter5265,19,24,20,26,25,8,18,2,4,6,10,7,0,21,9,15,27,16,12,3,14,13,11,22,17,1,5,23
iter5266,20,21,17,26,18,4,13,1,3,14,8,6,24,23,5,9,27,10,25,2,16,7,19,15,11,0,12,22
iter5267,16,14,10,24,23,6,12,17,21,7,8,9,0,20,2,11,27,13,25,3,18,4,19,22,15,1,5,26
iter5268,20,16,11,26,24,7,15,10,2,6,13,9,0,22,14,3,27,8,17,12,5,21,18,23,19,1,4,25
iter5269,18,25,17,26,23,5,15,2,0,4,12,9,3,21,7,13,27,14,8,20,19,11,10,22,16,1,6,24
iter5270,18,14,22,26,24,1,11,10,3,4,23,6,0,19,8,7,27,20,21,13,15,9,12,16,17,5,2,25
iter5271,23,21,16,26,24,7,14,2,3,8,11,6,10,13,5,4,27,20,19,18,12,1,22,17,15,0,9,25
iter5272,21,16,15,26,24,6,9,4,25,2,14,7,1,18,10,12,27,5,19,8,20,13,22,17,11,0,3,23
iter5273,18,24,10,26,25,2,16,5,3,6,13,8,4,19,12,11,27,14,22,15,7,9,20,21,17,0,1,23
iter5274,22,24,15,26,21,4,16,2,7,9,10,8,0,19,14,11,27,6,23,3,13,5,17,20,18,1,12,25
iter5275,18,12,3,24,23,7,10,1,0,2,11,9,25,21,14,20,27,6,26,5,17,13,15,19,16,4,8,22
iter5276,19,14,17,26,23,5,20,1,0,4,10,6,25,21,12,11,27,8,9,7,22,13,18,15,16,2,3,24
iter5277,22,13,11,26,24,0,12,4,6,3,10,9,8,17,16,14,27,18,25,7,19,1,15,21,20,2,5,23
iter5278,19,22,21,26,24,6,14,2,1,8,15,5,16,23,3,7,27,9,17,4,11,12,13,20,18,0,10,25
iter5279,19,24,22,23,25,7,18,5,1,6,12,9,0,21,4,17,27,10,13,3,14,8,16,20,15,2,11,26
iter5280,24,12,13,26,25,6,11,3,2,7,8,9,0,19,14,5,27,16,18,21,15,4,22,20,17,1,10,23
iter5281,22,26,9,27,23,4,14,1,21,8,18,5,0,20,16,13,25,12,11,10,15,2,7,19,17,3,6,24
iter5282,20,22,3,26,25,9,21,0,4,7,12,11,2,16,10,17,27,13,23,8,14,6,19,18,15,1,5,24
iter5283,17,23,12,26,22,6,16,4,5,3,8,9,0,18,10,19,27,13,24,2,14,15,21,20,11,1,7,25
iter5284,21,17,14,26,25,5,12,4,2,11,16,9,8,23,13,19,27,6,7,3,20,1,18,22,15,0,10,24
iter5285,19,18,17,27,24,3,10,5,4,11,7,6,25,21,14,9,26,13,22,1,15,2,20,16,12,0,8,23
iter5286,21,23,22,26,25,2,11,9,4,1,13,6,14,18,10,7,27,17,5,8,16,3,15,20,19,0,12,24
iter5287,16,25,6,24,22,7,10,17,3,2,9,4,26,14,5,15,27,20,19,12,21,1,18,13,11,0,8,23
iter5288,20,12,10,26,24,5,15,1,3,4,9,8,0,14,6,18,27,16,22,21,13,23,11,19,17,2,7,25
iter5289,23,16,11,25,24,10,20,2,9,3,15,8,1,17,4,19,27,5,21,13,12,7,14,22,18,0,6,26
iter5290,20,25,16,26,22,6,13,2,5,10,12,7,0,19,15,11,27,9,24,4,21,8,14,18,17,1,3,23
iter5291,21,24,4,26,23,6,14,1,5,10,9,8,16,18,19,11,27,15,0,2,20,13,12,22,17,3,7,25
iter5292,21,24,19,27,23,8,18,0,2,11,17,5,1,22,6,7,25,12,10,4,15,20,14,16,13,3,9,26
iter5293,18,26,5,24,23,2,6,4,10,9,15,7,14,20,3,22,27,1,12,17,16,8,19,21,13,0,11,25
iter5294,22,17,24,27,23,3,15,1,8,9,18,6,11,19,2,7,26,12,21,4,10,5,13,20,16,0,14,25
iter5295,21,10,20,26,25,4,13,1,2,3,17,8,11,22,5,9,27,16,7,23,18,12,14,15,19,0,6,24
iter5296,21,22,17,27,23,4,18,2,1,3,16,5,9,12,11,10,26,14,25,6,19,7,15,20,13,0,8,24
iter5297,22,25,10,26,24,4,16,0,6,9,17,7,2,23,12,3,27,18,21,15,8,13,11,19,14,1,5,20
iter5298,19,20,18,25,24,3,10,2,0,4,8,5,26,15,13,17,27,9,22,12,21,11,6,16,14,1,7,23
iter5299,19,18,11,26,24,6,14,3,1,5,17,12,0,23,20,16,27,7,10,9,15,4,13,22,21,2,8,25
iter5300,18,23,20,26,24,9,15,0,4,8,12,7,13,19,3,11,27,21,25,5,6,1,10,17,14,2,16,22
iter5301,17,22,15,26,24,5,18,3,9,7,11,8,0,14,19,12,27,6,10,2,25,13,23,20,16,1,4,21
iter5302,18,20,21,26,25,3,15,7,17,4,13,5,2,14,6,10,27,9,19,11,23,0,12,22,16,1,8,24
iter5303,21,13,7,25,23,3,16,0,10,1,11,4,26,18,12,19,27,5,22,6,17,9,20,15,14,2,8,24
iter5304,19,24,20,26,23,8,16,0,3,7,11,12,4,22,9,14,27,17,18,6,13,2,10,15,21,1,5,25
iter5305,22,21,25,27,23,3,15,0,11,8,12,5,1,19,7,10,26,13,17,9,16,4,18,20,14,2,6,24
iter5306,22,15,9,26,24,4,10,0,18,7,6,8,2,23,13,11,27,12,21,3,19,14,20,17,16,1,5,25
iter5307,20,24,12,26,22,3,14,4,8,10,16,7,25,21,6,17,27,13,9,0,19,5,11,18,15,2,1,23
iter5308,22,24,3,26,23,6,13,2,10,5,14,11,27,19,17,9,16,15,21,0,12,7,8,20,18,1,4,25
iter5309,21,13,18,25,24,6,10,12,8,4,9,7,0,20,2,16,27,19,23,15,22,3,14,17,11,1,5,26
iter5310,19,25,24,26,23,4,13,6,12,9,11,8,0,20,5,10,27,7,18,21,14,3,16,15,17,1,2,22
iter5311,23,21,18,27,25,6,15,2,7,11,8,10,26,20,3,12,19,9,13,4,17,1,14,22,16,0,5,24
iter5312,22,16,4,26,24,7,14,1,8,3,12,10,21,18,6,19,27,11,23,2,15,9,17,20,13,0,5,25
iter5313,22,23,19,26,24,4,13,2,0,5,20,9,7,21,8,12,27,11,16,3,10,17,18,14,15,1,6,25
iter5314,24,15,7,25,23,5,14,4,17,3,11,9,16,22,1,13,27,6,21,8,19,0,20,18,12,2,10,26
iter5315,20,22,23,26,24,5,13,2,1,6,12,7,3,21,4,18,27,16,14,17,10,9,11,19,15,0,8,25
iter5316,19,13,18,26,25,4,12,3,5,8,16,10,0,20,9,15,27,11,24,2,22,6,14,23,17,1,7,21
iter5317,22,19,13,26,25,5,15,6,2,8,7,10,23,21,1,11,27,4,20,12,17,9,14,18,16,0,3,24
iter5318,22,20,10,27,23,4,17,12,3,5,15,8,1,24,13,9,19,16,26,2,14,7,11,21,18,0,6,25
iter5319,20,15,11,26,25,4,13,0,1,9,8,5,7,16,6,12,27,22,23,18,21,3,19,14,17,2,10,24
iter5320,19,25,5,26,22,9,16,8,2,7,12,10,0,20,13,24,27,17,4,11,15,3,18,21,14,1,6,23
iter5321,22,25,13,26,23,7,16,1,19,9,11,8,21,12,10,20,27,3,15,2,5,6,17,18,14,0,4,24
iter5322,23,8,20,26,25,6,12,7,11,4,17,5,0,22,21,9,27,18,16,2,14,1,10,19,15,3,13,24
iter5323,23,21,22,25,26,6,11,1,0,2,13,3,20,15,8,9,27,4,7,18,14,12,19,16,17,10,5,24
iter5324,22,19,9,26,24,6,11,1,5,4,13,8,12,18,7,14,27,10,23,2,16,21,17,20,15,0,3,25
iter5325,22,23,19,27,24,8,16,3,6,7,13,10,0,21,17,14,25,4,9,2,18,5,11,20,15,1,12,26
iter5326,17,24,8,26,25,4,12,0,18,5,14,9,16,20,11,15,27,3,22,7,21,10,6,19,13,1,2,23
iter5327,23,5,6,27,24,3,19,1,4,11,7,13,22,16,12,14,26,21,8,9,17,10,15,20,18,0,2,25
iter5328,23,20,9,26,25,10,18,8,4,3,12,6,1,21,2,11,27,0,17,16,13,14,15,22,19,5,7,24
iter5329,19,21,22,26,25,12,17,2,3,5,14,8,1,24,6,7,27,13,10,18,11,4,15,20,16,0,9,23
iter5330,21,23,10,26,24,5,11,0,3,4,15,9,7,19,12,18,27,8,13,14,17,1,22,20,16,2,6,25
iter5331,18,24,11,26,21,6,17,1,3,5,14,8,0,23,9,22,27,15,20,10,13,7,12,19,16,2,4,25
iter5332,22,20,13,26,24,6,12,2,4,11,14,8,23,21,5,9,27,19,10,3,18,1,15,16,17,0,7,25
iter5333,22,25,17,26,24,11,16,1,12,4,18,10,3,20,5,15,27,7,0,6,19,8,9,21,14,2,13,23
iter5334,21,24,22,26,23,6,15,7,3,4,10,8,0,18,5,12,27,16,11,13,19,9,14,20,17,2,1,25
iter5335,19,20,16,26,24,9,12,13,0,2,8,7,25,21,6,11,27,17,4,22,14,3,10,18,15,1,5,23
iter5336,21,25,15,26,23,5,19,2,14,3,13,10,0,17,6,9,27,18,20,7,11,8,12,22,16,1,4,24
iter5337,23,3,25,26,24,6,18,4,0,12,14,7,2,21,11,17,22,13,9,10,19,5,15,20,16,1,8,27
iter5338,21,26,16,23,22,10,12,3,0,2,11,9,7,24,19,20,27,18,8,6,17,5,14,15,13,1,4,25
iter5339,21,23,20,25,22,3,10,0,16,2,14,9,12,11,13,8,27,4,26,7,18,5,17,19,15,1,6,24
iter5340,18,24,12,22,23,4,11,5,21,1,10,6,0,20,19,17,26,3,25,15,13,8,16,14,9,2,7,27
iter5341,25,22,17,27,24,6,18,2,20,3,12,10,4,19,13,14,26,5,7,11,8,1,9,21,16,0,15,23
iter5342,21,23,8,26,24,6,14,1,2,4,13,3,5,22,12,19,27,18,20,10,16,11,7,15,17,0,9,25
iter5343,23,27,7,26,25,3,9,1,14,2,11,4,0,21,16,10,17,20,5,22,13,12,18,15,19,8,6,24
iter5344,21,18,16,26,23,5,10,2,3,4,8,7,0,19,22,20,27,12,25,17,14,6,13,9,15,1,11,24
iter5345,21,27,12,24,23,7,14,1,0,2,10,4,8,22,5,15,25,17,13,20,18,11,6,19,16,3,9,26
iter5346,21,25,13,26,23,4,14,12,0,5,9,8,1,16,11,17,27,18,7,10,19,3,20,22,15,2,6,24
iter5347,19,8,10,26,25,5,11,0,23,3,14,9,1,18,6,12,27,21,24,7,17,4,16,20,15,2,13,22
iter5348,22,18,16,26,24,5,12,1,2,7,17,6,13,21,8,14,27,11,25,4,9,15,10,20,19,0,3,23
iter5349,22,25,16,26,24,2,11,1,5,3,8,6,15,20,4,19,27,10,12,7,14,13,21,17,18,0,9,23
iter5350,22,25,19,27,24,6,11,1,4,10,9,8,2,21,7,13,23,5,17,12,18,3,16,20,15,0,14,26
iter5351,19,23,7,24,22,3,17,18,2,1,11,8,0,21,16,6,27,5,26,12,13,14,9,20,15,4,10,25
iter5352,20,21,13,24,25,4,17,5,2,6,12,8,18,19,10,16,27,9,22,3,14,1,11,23,15,0,7,26
iter5353,19,13,9,26,23,3,12,1,4,15,16,8,0,22,7,11,27,14,25,6,18,5,20,21,17,10,2,24
iter5354,20,21,17,25,22,4,12,6,1,7,9,3,26,24,10,11,27,14,18,2,15,5,16,19,13,0,8,23
iter5355,20,24,9,26,23,5,15,1,4,13,10,6,3,22,14,11,27,18,21,12,17,2,8,19,16,0,7,25
iter5356,21,23,18,26,24,5,17,0,13,3,7,4,22,19,8,16,27,6,14,20,15,2,12,11,10,1,9,25
iter5357,24,17,18,26,25,8,20,4,2,6,12,9,3,23,13,7,27,10,21,1,19,14,11,16,15,0,5,22
iter5358,22,20,10,26,21,5,11,2,19,7,9,3,24,23,12,15,27,4,16,1,17,8,18,14,13,0,6,25
iter5359,22,17,20,26,25,7,14,4,1,13,15,10,0,18,6,12,27,8,24,3,16,5,19,21,11,2,9,23
iter5360,21,12,5,26,24,6,17,4,1,14,11,8,0,20,7,22,27,18,25,16,10,3,19,15,13,2,9,23
iter5361,21,24,4,26,23,3,14,13,2,11,17,7,1,20,5,19,27,12,22,9,10,6,15,18,16,0,8,25
iter5362,21,20,6,26,23,4,13,1,9,8,11,7,25,19,5,15,27,2,24,18,17,10,12,16,14,0,3,22
iter5363,22,10,12,26,24,5,14,8,3,4,11,6,13,23,9,20,27,25,18,2,17,0,16,19,15,1,7,21
iter5364,22,24,13,26,23,5,12,2,15,6,14,7,9,21,3,10,27,8,19,0,20,11,16,18,17,1,4,25
iter5365,22,17,24,25,21,3,11,18,10,6,9,8,0,23,12,5,27,4,19,13,14,2,16,20,15,1,7,26
iter5366,19,14,22,26,25,4,12,1,3,13,17,9,10,23,6,18,27,2,8,15,21,7,16,20,11,0,5,24
iter5367,20,24,3,26,23,4,12,2,0,5,16,6,21,17,9,7,27,15,22,10,13,11,18,14,19,1,8,25
iter5368,20,24,11,26,22,9,16,1,12,14,13,7,2,19,8,18,27,15,25,10,4,5,6,21,17,0,3,23
iter5369,20,25,17,27,23,5,18,7,13,10,9,3,0,22,6,8,26,16,11,12,14,1,15,19,21,2,4,24
iter5370,20,17,9,26,24,5,16,0,4,12,13,10,25,23,2,19,27,3,21,11,6,8,18,15,14,1,7,22
iter5371,20,22,18,25,23,7,15,0,1,3,13,10,27,21,6,9,24,4,17,8,16,5,11,19,14,2,12,26
iter5372,22,18,20,26,24,8,16,3,5,6,15,14,1,21,4,12,27,7,13,0,10,11,17,23,19,2,9,25
iter5373,23,25,20,26,22,6,14,2,18,8,13,7,1,19,11,15,27,12,5,4,16,3,9,21,17,0,10,24
iter5374,23,25,19,26,24,5,14,2,0,4,12,6,1,18,15,17,27,10,3,11,9,13,22,20,16,8,7,21
iter5375,23,19,18,25,24,5,16,0,13,9,12,6,1,21,7,11,27,8,20,10,22,4,15,17,14,2,3,26
iter5376,20,25,21,27,22,4,17,2,0,8,12,5,26,19,1,16,24,6,7,9,13,10,11,18,14,3,15,23
iter5377,17,19,6,25,26,4,15,5,16,3,14,7,23,18,10,9,27,22,8,13,21,0,11,20,12,1,2,24
iter5378,18,24,22,25,23,7,14,1,9,11,15,10,2,21,4,13,27,20,8,5,17,6,12,19,16,0,3,26
iter5379,18,26,19,25,22,5,17,3,0,7,12,9,1,21,11,15,27,10,24,8,13,4,20,14,16,2,6,23
iter5380,19,22,21,26,23,4,14,2,1,8,12,10,13,17,5,9,27,11,3,6,20,25,16,18,15,0,7,24
iter5381,19,17,18,27,24,6,12,10,5,2,14,7,0,23,16,22,26,15,1,3,11,13,21,20,9,4,8,25
iter5382,21,24,20,26,23,5,16,1,4,9,12,8,0,18,22,11,27,10,17,2,6,7,19,15,13,3,14,25
iter5383,19,25,15,24,22,6,14,1,0,2,13,8,17,21,10,12,27,9,26,3,20,4,11,18,16,7,5,23
iter5384,22,24,8,26,23,7,17,3,0,4,19,10,1,21,9,12,27,16,15,11,13,6,14,20,18,2,5,25
iter5385,18,26,21,25,24,5,16,1,0,7,12,10,2,22,8,13,19,9,14,20,17,3,11,23,15,6,4,27
iter5386,21,25,16,26,24,5,17,11,7,10,14,9,3,22,15,8,27,6,1,4,13,2,19,20,18,0,12,23
iter5387,21,16,22,27,23,4,9,0,6,10,18,3,20,17,2,12,26,7,24,8,19,14,11,13,15,1,5,25
iter5388,19,22,8,25,24,4,14,2,1,5,15,6,26,18,9,10,27,11,3,12,21,7,20,16,17,0,13,23
iter5389,23,20,21,26,24,4,13,3,7,5,12,6,0,19,2,15,27,8,11,9,16,17,18,22,14,1,10,25
iter5390,20,26,8,25,23,7,15,0,1,5,14,9,19,18,6,16,27,24,11,12,13,2,10,21,17,3,4,22
iter5391,21,15,13,26,24,4,18,5,0,8,7,6,19,23,11,14,27,12,17,2,9,16,10,22,20,1,3,25
iter5392,24,19,18,25,22,5,9,10,0,2,15,6,12,23,8,7,27,13,11,21,14,4,17,16,20,1,3,26
iter5393,19,25,21,26,22,3,14,0,2,8,11,7,5,20,15,10,27,6,23,9,12,17,13,16,18,1,4,24
iter5394,21,23,13,26,24,8,18,1,22,6,12,10,11,20,3,19,27,7,9,4,17,2,16,14,15,0,5,25
iter5395,21,19,16,25,23,7,15,2,1,11,13,9,26,20,10,12,27,5,22,4,8,3,17,18,14,0,6,24
iter5396,22,17,9,26,24,6,16,5,0,3,10,8,25,15,7,12,27,20,19,23,18,2,13,11,14,1,4,21
iter5397,23,25,19,21,26,8,13,4,1,6,15,10,2,18,9,14,27,11,24,3,12,5,17,20,16,0,7,22
iter5398,23,22,24,26,20,6,16,5,3,7,15,9,0,17,11,10,27,12,19,4,14,2,18,21,13,1,8,25
iter5399,20,14,13,26,24,8,12,4,1,5,15,7,9,23,16,22,27,21,2,3,10,17,11,19,18,0,6,25
iter5400,22,24,14,27,25,5,17,2,7,4,12,9,1,21,16,11,23,13,15,10,8,3,18,20,19,0,6,26
iter5401,21,24,4,25,26,3,11,0,8,2,12,6,22,17,5,10,27,7,18,19,16,13,14,20,15,1,9,23
iter5402,23,25,12,27,20,4,18,6,21,5,11,7,0,17,22,10,26,13,9,3,19,2,14,16,15,1,8,24
iter5403,22,21,17,26,25,4,7,3,6,11,14,5,0,23,10,13,27,24,8,9,19,12,16,20,15,1,2,18
iter5404,20,24,21,26,23,6,14,7,5,22,15,10,11,19,2,4,27,16,9,0,17,1,18,13,12,3,8,25
iter5405,20,25,22,26,23,5,12,3,16,10,7,4,18,17,2,19,27,6,14,9,21,1,11,15,13,0,8,24
iter5406,21,6,13,24,23,7,14,1,2,4,16,9,0,19,8,22,27,15,26,11,3,12,17,18,20,5,10,25
iter5407,21,22,14,26,25,8,18,4,2,5,12,9,0,20,11,6,27,16,23,10,13,3,19,17,15,1,7,24
iter5408,19,24,11,25,20,7,18,1,0,9,16,12,4,21,6,5,27,8,13,3,17,14,15,22,23,2,10,26
iter5409,22,25,14,26,24,6,16,3,2,12,18,8,0,21,7,9,27,11,17,4,13,5,15,20,19,1,10,23
iter5410,22,19,13,26,24,2,10,1,20,3,7,5,25,14,6,9,23,18,12,11,17,4,16,21,15,0,8,27
iter5411,20,21,7,26,25,6,16,4,15,8,17,10,0,23,5,9,27,13,18,11,19,1,12,22,14,2,3,24
iter5412,24,21,18,26,25,6,17,2,0,5,19,9,8,23,12,13,27,3,7,15,20,1,11,14,16,4,10,22
iter5413,23,5,14,26,21,6,12,11,4,13,7,9,2,22,16,15,27,10,25,3,17,1,19,20,18,0,8,24
iter5414,19,20,25,26,24,7,9,4,2,15,12,8,0,18,6,13,27,3,16,22,10,17,14,21,11,1,5,23
iter5415,21,20,16,26,24,3,14,8,5,4,18,6,25,19,10,11,27,17,7,1,22,2,9,15,13,0,12,23
iter5416,19,11,9,25,24,5,15,16,3,7,21,10,1,23,4,17,27,13,6,8,18,2,22,20,14,0,12,26
iter5417,23,22,7,26,25,4,11,0,1,8,10,6,16,19,3,12,27,13,18,5,21,17,14,20,15,2,9,24
iter5418,22,16,10,23,24,5,17,2,0,3,13,6,26,18,4,20,27,9,11,7,14,21,15,19,12,1,8,25
iter5419,23,25,14,26,24,5,11,1,15,9,12,3,8,22,4,16,27,6,21,17,10,2,13,19,18,0,7,20
iter5420,22,15,23,25,24,13,16,1,3,12,14,10,7,19,8,4,27,21,0,9,11,2,18,20,17,6,5,26
iter5421,22,9,24,26,25,5,16,3,1,8,14,6,0,19,13,4,27,17,11,20,7,21,12,18,15,2,10,23
iter5422,19,22,18,26,24,2,13,3,7,9,11,10,23,20,8,16,27,12,14,1,5,6,17,21,15,0,4,25
iter5423,21,9,20,26,25,6,12,2,0,13,16,4,10,22,8,14,27,15,23,7,11,5,18,19,17,1,3,24
iter5424,20,22,17,26,24,2,14,3,5,16,13,8,6,21,15,9,27,1,25,11,7,4,12,19,18,0,10,23
iter5425,22,25,12,24,26,5,7,3,4,11,14,8,1,23,2,16,18,17,21,6,13,10,15,20,19,0,9,27
iter5426,22,23,14,26,24,8,13,11,1,5,12,7,2,18,4,17,27,9,10,21,20,3,15,19,16,0,6,25
iter5427,22,14,11,26,24,5,16,1,3,7,12,6,0,21,8,13,27,15,19,17,20,4,9,23,18,2,10,25
iter5428,21,15,17,27,24,8,14,11,3,9,5,7,0,18,10,6,25,16,26,4,19,1,13,22,20,2,12,23
iter5429,20,23,21,26,24,5,15,0,18,8,13,7,1,19,6,16,27,2,22,11,12,9,14,10,17,4,3,25
iter5430,18,15,19,25,24,6,9,2,17,7,13,8,23,21,12,5,27,4,20,0,16,11,10,22,14,1,3,26
iter5431,22,21,9,27,25,6,16,0,13,4,12,7,1,19,10,15,23,11,26,5,14,2,17,20,18,3,8,24
iter5432,21,24,7,26,22,8,12,1,0,4,15,5,25,20,9,10,27,3,19,6,18,11,14,17,16,2,13,23
iter5433,22,26,16,24,23,4,15,6,1,2,10,8,9,13,7,18,27,14,20,3,19,11,17,21,12,0,5,25
iter5434,22,14,23,26,24,5,11,9,1,2,10,7,0,19,6,16,27,17,18,12,21,8,13,20,15,4,3,25
iter5435,21,26,20,24,22,6,13,0,1,8,10,7,4,19,12,11,27,17,23,3,15,2,14,16,18,5,9,25
iter5436,20,24,9,26,22,4,7,13,1,6,15,2,21,23,14,8,27,11,5,16,10,18,17,12,19,0,3,25
iter5437,21,25,20,26,23,2,12,1,3,0,18,10,8,16,14,11,27,13,22,5,15,7,9,19,17,4,6,24
iter5438,20,22,17,26,25,4,12,0,8,3,5,7,18,23,11,14,27,10,21,2,6,13,19,16,15,1,9,24
iter5439,21,22,12,23,25,6,13,3,1,10,16,5,26,19,9,11,27,7,8,17,14,4,18,20,15,2,0,24
iter5440,23,22,16,26,24,8,12,4,1,5,10,6,2,19,7,14,27,9,20,13,18,3,15,17,21,0,11,25
iter5441,22,23,14,26,25,4,13,2,9,8,12,5,0,18,6,20,27,11,19,3,17,10,16,21,15,1,7,24
iter5442,21,19,11,24,25,5,17,9,1,2,16,6,10,18,7,12,26,4,27,3,15,13,20,22,14,0,8,23
iter5443,23,21,9,26,25,5,17,1,20,4,12,6,2,16,8,14,27,18,3,11,13,7,15,22,19,0,10,24
iter5444,18,24,16,26,21,3,13,14,1,6,10,5,22,19,8,23,27,7,4,17,15,9,12,20,11,0,2,25
iter5445,19,22,7,26,24,8,12,0,11,2,14,6,9,20,3,13,27,21,25,5,15,10,16,18,17,1,4,23
iter5446,20,25,9,24,19,5,14,3,1,11,12,10,2,23,13,7,27,16,21,4,15,6,18,22,17,0,8,26
iter5447,16,25,22,26,23,3,14,4,1,2,10,7,15,20,11,19,27,21,9,5,8,13,12,18,17,0,6,24
iter5448,21,23,7,26,24,12,15,2,0,6,14,8,1,22,10,11,27,5,16,18,19,3,13,20,17,4,9,25
iter5449,23,10,20,26,24,11,14,1,9,5,15,8,2,19,6,12,27,22,17,3,13,4,21,16,18,0,7,25
iter5450,19,23,22,26,25,3,17,2,0,4,16,5,27,20,10,18,9,7,21,6,12,8,13,14,15,1,11,24
iter5451,17,22,12,26,25,4,11,1,0,3,20,6,23,18,2,14,27,7,21,10,16,5,13,19,15,8,9,24
iter5452,17,26,16,24,25,6,9,14,4,2,18,7,22,19,21,5,27,15,20,8,11,1,12,10,13,0,3,23
iter5453,21,14,15,26,24,7,16,4,0,1,6,3,19,23,17,10,27,13,22,11,12,8,9,18,20,2,5,25
iter5454,17,25,18,26,24,4,14,13,1,2,11,6,20,21,8,7,27,12,10,9,16,3,19,22,15,0,5,23
iter5455,23,19,12,26,24,6,13,4,0,11,15,5,8,18,9,10,27,14,16,3,22,2,21,20,17,1,7,25
iter5456,21,23,22,26,24,4,17,2,3,5,15,11,1,19,9,12,27,13,18,8,16,6,7,20,14,0,10,25
iter5457,24,19,12,26,25,3,16,9,10,6,14,8,0,23,5,7,27,11,13,17,15,2,18,21,20,1,4,22
iter5458,23,16,6,26,24,1,15,3,2,9,10,7,4,22,13,18,27,14,20,0,12,17,5,21,19,8,11,25
iter5459,22,25,14,26,23,9,18,7,2,5,16,11,0,21,8,13,27,12,6,3,15,4,17,19,20,1,10,24
iter5460,19,24,5,26,22,6,16,2,11,1,17,7,18,21,12,10,27,3,23,13,15,4,8,20,14,0,9,25
iter5461,18,24,12,26,25,4,14,6,5,8,13,10,9,22,2,16,27,7,20,19,3,1,21,17,15,0,11,23
iter5462,21,22,14,25,26,3,15,2,1,6,12,9,0,16,4,10,27,19,17,11,18,7,23,20,13,8,5,24
iter5463,21,23,19,25,20,2,7,4,3,0,9,5,27,18,16,14,26,6,24,10,13,8,12,17,15,1,11,22
iter5464,18,23,8,26,21,7,16,6,1,13,14,5,24,19,4,12,27,9,2,20,15,11,10,22,17,0,3,25
iter5465,22,26,19,25,24,4,12,0,10,6,18,9,5,20,15,11,27,21,8,2,16,3,17,14,13,1,7,23
iter5466,20,22,25,26,24,7,13,1,6,4,11,10,0,18,5,14,27,8,21,19,3,12,15,17,16,9,2,23
iter5467,16,20,10,25,24,6,13,3,5,4,9,11,26,21,2,19,27,17,18,8,14,1,12,22,15,0,7,23
iter5468,22,26,18,24,23,9,19,1,5,8,12,13,2,20,6,11,27,17,3,4,14,7,15,21,16,0,10,25
iter5469,20,23,2,26,25,3,15,8,1,6,18,9,14,19,10,17,27,16,11,7,22,4,12,21,13,0,5,24
iter5470,23,16,13,26,24,3,22,1,21,9,7,5,0,17,10,6,27,12,20,4,11,19,14,18,15,2,8,25
iter5471,19,22,9,26,24,4,14,0,2,8,6,5,20,21,13,15,27,23,11,7,12,10,17,18,16,1,3,25
iter5472,22,21,8,26,25,4,15,1,3,7,11,10,0,23,13,16,27,6,20,18,12,14,9,19,17,2,5,24
iter5473,22,25,8,26,23,5,11,0,10,14,16,6,19,20,3,12,27,9,17,7,15,1,13,21,18,2,4,24
iter5474,22,24,7,26,25,2,19,10,21,12,14,8,1,15,9,11,27,18,16,5,6,4,20,17,13,0,3,23
iter5475,21,25,23,22,24,7,13,5,0,3,17,11,1,15,8,12,27,10,20,4,6,9,19,16,18,2,14,26
iter5476,22,25,11,26,24,4,12,2,1,16,17,8,0,20,13,15,27,7,23,9,14,6,10,19,18,3,5,21
iter5477,25,21,18,26,23,8,13,10,2,7,14,9,1,19,5,15,27,16,20,3,11,6,12,22,17,0,4,24
iter5478,22,9,23,26,24,4,18,2,1,13,8,7,0,21,3,12,27,16,15,19,14,5,11,17,20,10,6,25
iter5479,17,20,12,25,22,4,10,2,19,0,11,7,27,13,23,18,8,6,24,5,15,9,14,21,16,1,3,26
iter5480,24,25,19,26,22,6,14,11,1,5,12,9,0,21,10,15,27,17,8,2,23,4,13,18,16,3,7,20
iter5481,21,24,17,26,25,6,16,13,0,4,7,11,5,19,18,14,27,3,12,9,23,10,8,20,15,2,1,22
iter5482,21,24,8,26,23,7,12,0,3,1,11,5,19,20,10,14,27,13,25,2,16,9,18,15,17,4,6,22
iter5483,21,13,6,26,25,7,17,3,2,12,10,11,1,22,19,20,27,18,4,9,16,0,15,23,14,8,5,24
iter5484,17,26,23,27,25,6,11,0,3,5,14,7,21,18,1,13,22,10,16,2,19,15,9,20,12,4,8,24
iter5485,22,24,8,26,25,7,15,3,16,4,12,10,0,23,6,17,27,14,5,2,20,13,11,18,19,1,9,21
iter5486,22,23,13,26,25,6,14,7,9,11,12,10,0,21,4,15,27,24,8,5,18,2,17,19,16,1,3,20
iter5487,22,26,15,27,24,8,17,10,2,1,13,5,12,19,9,21,25,14,3,7,11,6,16,20,18,0,4,23
