,VERB:FORM,VERB:TENSE,NOUN,PREP,PRON,SPELL,ADV,NOUN:POSS,ORTH,DET,OTHER,ADJ,CONJ,NOUN:NUM,CONTR,PUNCT,PART,NOUN:INFL,VERB:SVA,WO,VERB,VERB:INFL,UNK,MORPH,ADJ:FORM
0,0.04974004698880663,-0.014665660261736449,-0.027054588581863874,0.034015876248437146,0.0088222498450811,-0.07091300909446707,-0.051481994672500135,0.07920718877473772,0.01688229457479619,0.021597133291962244,0.024743494076401012,-0.02104006939032363,-0.024411633610143334,-0.0079582746537516,0.06473060624839742,0.025989427079952804,0.0021660479179019753,-0.28570024593954485,0.04568731616760448,-0.022938088239333243,0.03733605837479652,-0.3350081195135822,-0.05875200764494419,0.019485951410654755,-0.002444197912928668
1,0.03440341030644982,-0.01425561895648553,-0.020388355968565152,0.022019449657069815,-0.01719147019560053,-0.05145872103504171,-0.08589074577844291,0.01701478408665365,0.1571303682045875,0.015091923465463647,0.006127436701392761,0.020812722210801958,0.10094836138397047,-0.0037655251486705486,-0.1610439234918812,0.011739725166117975,0.07522779564500857,-0.2531723510363174,-0.00029787557674403986,-0.04605915232317091,0.0353981465207413,-0.2847058120648597,-0.08158617797024563,-0.05992802811505356,-0.006040192384821605
2,0.04406696247950273,-0.04689414602868053,0.0005025271990037215,0.012204761752791702,-0.014324300328789947,-0.06073055055023558,-0.0006775352615030109,0.020888496514675878,-0.035214686402129464,0.015992133033262485,0.018486211140569402,0.04148235671059596,-0.016435071883205407,-0.029765210968307646,-0.3460068887858362,0.004815197896170985,0.01971194040179157,-0.2578800415623672,-0.009498524412720283,-0.05204230160778236,-8.798405752066362e-05,-0.7965548946659392,-0.03696514148099002,-0.05734459829216876,0.09129606040722632
3,0.007954696123449997,-0.05209942370382886,-0.02714261563845408,0.015596347505645126,-0.00634780755987227,-0.04239310398831788,0.01400333018858328,-0.017841187956887727,0.13405760633758504,-0.014879397313220612,0.025966574577388078,-0.030893200390797643,-0.010775284762940878,0.0025194023538358122,0.13629394241286194,-0.008107504859007478,0.02090658191004325,-0.08860387291659864,-0.01857958843185608,-0.08029612815769382,0.007023739214970671,-0.21511267046829563,-0.14938453593860007,-0.0021355594628731413,-0.12864280174124207
4,0.040596509765887016,-0.024852857158627454,-0.04184883805775602,0.015693008399442647,-0.01089307346548221,-0.07927654156627849,-0.0910580248675862,0.09219679778630416,-0.08882976873265067,0.01292572756669601,0.005293690696767576,0.03217902666856995,0.07932760004033027,-0.030519351678782027,0.19459043937577863,0.01109916139007869,0.12631069094397446,0.019856944432033886,0.018888849283900385,-0.05033078327676657,0.011237388712514597,-0.40054444278305684,-0.04425835969863042,-0.03798513207227568,0.09461353967799872
5,0.023715455439523248,-0.016582416505531054,-0.00779766396745325,0.0031522582306739147,0.03594138508057551,-0.25883340981336334,0.0030385184362569442,0.02723859811925531,0.06709944183324806,0.011967149393569403,-0.001177858896196694,-0.031374883767265466,0.05152527770422459,-0.043917433777022556,-0.11305223747210898,0.007751538469789662,0.00043766166699052525,-0.4915637323378228,0.0041680301892876035,-0.06849689338986656,0.03526814474390688,-0.5270441203703428,-0.07212885210027993,-0.020638000440359645,0.1449705424057438
6,0.034530179848226386,-0.08735482377860954,-0.030601530150295406,0.031749851364854795,0.04266870851772559,-0.20923777497465745,-0.054048560810618936,-0.06117323927380098,-0.00936582603685178,-0.002908577532598939,0.0003955530993179042,-0.014182991567697022,0.04427891120553569,0.013868183714072014,0.34561472991538045,-0.001767293916827234,0.015352227061466177,-0.023153048124073723,0.01137110244942143,-0.007822907818627704,0.005778229738758668,-0.4707920428187465,-0.1264561763544845,-0.030280915224351952,0.08320702772304675
7,0.05245278774933357,-0.027242256218981024,-0.05458133467141966,0.015591082202768836,0.016528310375626406,-0.1342847479506652,-0.004504570958534236,0.09403293775936651,0.07697064116346145,-0.0023551934452727807,0.003823800856682467,0.05185653343145752,0.03031980371642506,-0.025263531424210627,-0.3134280548019112,0.017374733449918214,0.04550178196718664,-0.2793236306338992,0.03878544008506841,-0.07799164157624512,0.00048825016154887277,-0.13061015873117368,-0.07541863814305994,-0.05318866789715528,0.1058891661908292
8,0.007106797891390915,-0.039671611249103116,-0.021809390050887716,0.022150065946461496,-0.02169952903691799,-0.017603544442059808,-0.024550386192862997,-0.04690161830287999,0.11148066850389783,0.03204191375834629,0.008537676474342623,0.007471041469152886,-0.03626068398825988,0.02548076246403249,-0.35380539129307337,0.0002615690813635412,0.06355795160762542,-0.28674634188340875,0.054104298714857585,0.016851325236969396,0.019776756488147144,-0.3389321783764737,-0.027516820018594446,-0.0010214882980818562,0.32939196728391124
9,0.05322885059278959,-0.03185935868754884,-0.06240351714626719,0.02229774608635211,0.022980146608978177,-0.20725307837281765,-0.023339272855582575,0.025891448019929646,0.013232101094275832,0.00984260757273275,0.02576820978507181,0.05358116493448593,-0.05549922433260721,-0.009071363558751886,-0.041328322030730336,0.00568397291788326,0.029318073474867725,-0.4346334118330626,0.009914135554761474,-0.03134999202150295,0.06145778572742036,-0.35931044324074735,0.002835283817353137,-0.019627578105663603,-0.03267877089932687
10,0.07289491112696864,-0.018922369028916284,0.020982775767101457,-0.0074948498410620755,0.08082144021914937,-0.17153244974040358,-0.07360159980784263,0.061840794078258085,0.15821121032115598,0.015244395980631006,0.02871050014349116,-0.03190540684485798,-0.09447413336346511,0.005820590824072237,-0.24211009156251503,-0.014259341185363508,0.07363280642264404,-0.34881841953167164,-0.015872334022553405,-0.07627649086770974,0.0401704256703833,-0.6378363050245962,-0.06792994603927702,-0.014211836881712023,-0.056314210277164815
11,0.015473656938736832,-0.02173695772382088,-0.029009814525166513,0.014850408120538448,-0.046087976266762434,-0.22378644270786574,-0.00749441143402136,0.13101285392782763,-0.0666953298152662,0.003271440930160504,0.013537811373895288,0.07212548143201915,-0.06101665569206049,-0.0224030478501306,-0.23897015504164784,0.02854416839907573,0.19906392984404886,-0.25984751530957667,0.019413243289597835,0.06667956290857743,0.0330758852048782,-0.34696763317401075,-0.07242049846523371,-0.05470035085159223,0.13863056094379098
12,0.0906748957684773,-0.01661413764951166,-0.0010563282817417639,0.010942032869543256,0.027704685925453037,-0.20558818173220578,-0.06955022721135778,0.024638914201354084,0.14880234960332453,0.00621821439420944,0.010508527730182064,0.03535518972411199,-0.03809537656446915,0.011993679361562407,0.10181973889316899,0.008439587121819326,0.03852165428134563,0.047720789564385066,0.0340422655165667,-0.0924877691718216,0.02539325785296046,-0.24676323267743963,-0.07207951144415577,0.012354317498173756,0.01950152532907263
13,0.02567964621079477,0.02008264858111042,-0.034299810390104164,0.016107482137512088,-0.04244077577681161,0.091114250192469,-0.06376983420383354,0.061584698700541694,0.12073261690731231,0.004048159591961953,0.017335555274665394,-0.05631942079755302,0.030006436480394215,-0.025804102986106657,0.312373901440901,0.02437809163038159,-0.02741348324502716,-0.28634835041891,0.06566997640335097,0.02084214424631158,0.06312491776600827,-0.406311738731291,-0.04853219767573185,-0.009957702710321672,0.036492325382699795
14,0.09372555751953643,-0.005453877667182378,-0.006305843235925417,0.019274571036860495,-0.026144847468624857,-0.11060804838456376,-0.019062892675026036,0.045296527240701254,0.04983788620390547,-0.00738796367675292,0.02246711665606794,0.013225774373804726,-0.08686060107877812,-0.00999260928115057,-0.19875924624345187,0.019646005620904555,-0.03602324130676078,0.3306046846538445,0.03229066137084996,0.044996859194981115,-0.004078226340389722,-0.6809194437695796,-0.03705493770948218,-0.04970416667398369,-0.08843696519307712
