,R:VERB:FORM,R:VERB:TENSE,M:NOUN,U:PREP,M:VERB:TENSE,R:PRON,R:SPELL,R:ADV,U:NOUN:POSS,R:ORTH,M:DET,U:OTHER,R:NOUN,U:ADV,M:ADJ,R:PREP,R:CONJ,U:NOUN,M:VERB:FORM,R:NOUN:NUM,R:NOUN:POSS,U:VERB:FORM,R:CONTR,M:ADV,U:DET,U:PUNCT,M:PRON,U:PART,R:NOUN:INFL,M:PART,M:CONJ,R:VERB:SVA,M:PUNCT,R:PUNCT,M:NOUN:POSS,U:VERB:TENSE,U:PRON,U:CONJ,R:WO,R:VERB,R:ADJ,M:PREP,R:VERB:INFL,U:ADJ,U:VERB,M:OTHER,U:CONTR,UNK,R:OTHER,R:PART,R:MORPH,R:DET,M:VERB,R:ADJ:FORM
iter1298,47,35,18,37,14,7,50,27,5,36,20,30,16,26,33,21,6,8,49,29,1,46,17,9,15,13,10,0,52,38,23,41,12,40,4,25,19,51,45,24,22,31,28,43,34,3,53,42,32,2,39,11,48,44
iter1299,47,33,30,34,4,2,50,10,26,35,22,21,20,17,28,14,46,15,52,31,0,23,16,9,18,13,6,8,51,41,39,40,19,24,5,29,42,49,32,27,43,45,3,48,36,7,53,38,25,1,37,11,44,12
iter1300,46,24,40,35,16,4,32,21,44,28,22,27,26,38,50,23,3,6,36,25,0,48,51,7,10,9,33,17,52,19,12,45,11,30,8,47,42,20,34,15,29,18,53,14,37,5,1,41,31,2,39,13,49,43
iter1301,43,28,44,38,22,5,21,12,42,25,24,30,29,47,49,20,2,13,51,26,1,33,39,4,14,11,31,3,52,16,17,37,18,32,7,27,46,48,40,15,10,36,0,23,45,8,53,41,34,6,35,19,50,9
iter1302,48,42,18,33,21,10,52,23,40,22,36,34,27,30,7,16,32,15,49,31,1,26,46,3,17,11,13,5,53,2,24,47,20,35,4,41,45,51,29,28,14,39,0,19,38,6,12,43,37,8,44,25,50,9
iter1303,45,19,49,29,26,7,23,27,38,40,24,36,21,37,16,20,17,8,39,28,0,22,10,4,11,12,48,1,53,52,3,41,13,25,5,32,50,51,33,30,15,42,14,34,43,6,2,46,31,9,35,18,44,47
iter1304,45,22,28,39,30,1,46,33,4,23,19,37,25,18,32,9,41,8,49,27,0,38,47,2,11,20,29,13,50,36,21,43,14,40,7,12,31,51,42,16,15,34,52,17,24,3,53,44,26,5,35,6,48,10
iter1305,42,21,36,34,14,2,49,30,15,27,19,31,26,20,29,23,39,3,48,18,0,32,47,5,13,12,22,4,51,44,38,33,24,25,1,17,41,50,43,11,10,35,52,16,37,6,53,46,28,7,40,9,45,8
iter1306,45,27,41,37,14,5,52,43,21,38,17,28,30,25,18,24,3,7,51,29,2,32,46,12,13,15,40,9,53,47,19,48,11,22,6,42,44,50,20,31,10,33,0,23,34,8,1,49,26,4,39,16,36,35
iter1307,44,26,36,32,9,8,50,35,10,17,25,30,28,40,48,16,18,14,46,29,0,5,27,11,7,13,33,4,51,52,22,39,24,15,2,43,49,41,34,20,21,42,1,23,37,3,53,47,31,12,38,19,45,6
iter1308,45,28,31,35,24,3,48,34,49,26,20,29,23,39,43,27,4,10,50,32,1,13,52,0,11,25,17,6,51,5,15,44,18,21,8,36,47,46,38,16,19,37,53,14,22,9,2,41,30,7,42,12,40,33
iter1309,49,39,22,26,19,4,44,14,43,47,30,34,23,27,28,12,20,10,50,25,1,24,32,2,17,13,15,0,51,11,5,46,8,21,9,41,45,52,35,18,7,36,37,42,33,6,53,38,31,3,40,16,48,29
iter1310,45,37,14,42,16,6,34,32,33,31,24,25,30,26,22,19,13,8,51,21,1,28,15,3,10,29,12,2,52,48,9,47,11,40,5,49,41,43,50,27,18,35,0,20,38,7,53,44,23,4,36,17,46,39
iter1311,49,24,34,38,26,10,47,7,45,20,23,32,28,33,18,15,11,6,48,21,0,4,52,13,14,17,36,5,53,51,30,44,19,39,12,46,29,50,37,25,27,35,2,22,41,9,1,43,31,3,42,16,40,8
iter1312,46,33,35,42,13,5,47,44,14,32,31,34,23,24,41,25,17,6,48,27,0,11,49,7,12,19,4,2,51,8,15,43,18,20,9,22,40,52,36,21,26,39,10,30,38,3,53,45,29,1,37,16,50,28
iter1313,48,25,36,38,27,7,46,44,22,23,34,31,33,26,41,19,37,8,29,30,0,3,24,4,11,10,18,1,51,12,9,39,16,15,5,21,47,50,45,17,13,43,53,20,40,6,52,42,35,2,28,32,49,14
iter1314,50,35,22,48,26,10,19,18,5,29,24,37,36,30,14,21,11,12,52,27,3,44,8,6,16,13,7,4,51,17,45,46,31,32,20,38,43,53,41,23,15,42,0,33,39,9,2,47,25,1,40,34,49,28
iter1315,44,26,27,37,18,4,49,3,48,22,25,36,23,40,17,21,2,8,45,32,0,50,47,11,10,15,12,7,46,1,30,42,16,28,9,20,34,52,41,19,29,39,13,31,35,6,53,43,33,5,38,14,51,24
iter1316,50,34,28,40,14,3,49,26,11,24,29,37,31,46,17,21,4,9,51,30,0,18,27,1,10,7,22,5,52,2,39,44,19,36,16,32,42,41,33,35,12,45,53,15,38,8,13,47,25,6,43,23,48,20
iter1317,45,25,24,38,22,2,43,28,47,15,17,39,21,26,31,14,3,10,44,23,0,9,51,6,8,13,36,11,49,18,7,50,19,42,4,37,46,52,35,30,12,33,48,27,34,5,53,40,29,1,32,16,41,20
iter1318,45,26,32,34,13,4,47,7,15,25,24,38,14,20,33,12,48,3,40,27,0,11,50,2,9,17,36,1,51,28,19,42,16,31,5,35,39,49,44,21,22,37,52,23,41,6,53,43,29,10,30,18,46,8
iter1319,47,20,42,31,29,6,34,21,7,19,16,32,15,43,25,18,3,10,48,27,0,35,17,4,11,5,33,1,51,39,49,38,23,22,2,46,44,50,41,12,13,40,53,26,24,9,52,36,28,8,37,14,45,30
iter1320,40,27,37,33,16,7,50,35,36,38,21,31,22,30,29,18,15,9,41,24,0,5,26,3,14,13,11,2,51,1,12,47,20,34,8,44,49,52,39,17,42,28,4,19,32,6,53,46,25,10,43,23,45,48
iter1321,47,20,48,35,25,6,50,33,9,27,32,26,29,23,40,16,36,11,41,30,1,2,49,7,12,13,19,4,51,15,14,38,17,28,3,39,43,52,44,21,22,34,0,31,37,10,53,45,24,5,42,18,46,8
iter1322,47,30,10,37,18,7,45,20,16,35,23,25,22,14,32,19,34,5,53,28,0,11,51,1,8,12,36,13,52,3,39,40,15,26,2,27,46,50,44,24,9,42,49,31,33,6,43,38,29,4,41,21,48,17
iter1323,51,32,26,36,24,7,46,16,14,31,28,37,18,27,50,25,8,4,44,34,1,49,41,6,12,13,15,3,43,0,30,45,19,33,10,23,42,52,38,20,11,39,53,22,29,9,2,48,35,5,40,21,47,17
iter1324,43,23,32,36,14,5,40,9,42,33,26,25,31,27,46,12,21,4,47,30,0,8,44,7,13,16,15,11,49,6,10,38,17,35,1,34,51,50,41,19,28,39,52,18,22,2,53,45,29,3,37,20,48,24
iter1325,44,32,28,33,8,5,37,24,1,27,23,25,15,31,38,14,49,10,50,21,4,29,7,0,12,11,35,18,52,26,46,43,9,42,2,20,48,19,34,17,39,47,51,30,40,6,53,45,22,3,36,13,41,16
iter1326,46,25,36,30,23,2,49,28,15,37,20,33,19,24,22,14,21,7,50,29,0,48,52,1,18,17,12,4,51,9,11,40,16,34,3,43,47,42,39,31,26,35,53,41,38,6,5,45,27,8,32,13,44,10
iter1327,49,33,37,38,15,6,48,17,2,24,34,28,20,40,25,14,1,3,52,29,0,47,50,8,11,23,18,7,51,13,45,46,21,35,9,44,10,53,30,22,12,36,26,27,41,5,16,42,32,4,39,19,43,31
iter1328,42,30,36,25,19,4,53,27,50,34,21,33,18,17,39,16,9,10,49,28,2,43,51,24,12,13,15,6,52,3,11,47,14,23,5,38,40,46,45,22,20,37,1,32,41,8,0,44,31,7,35,26,48,29
iter1329,50,25,29,37,19,4,49,14,10,31,24,33,35,21,36,16,1,5,44,34,2,7,52,20,13,17,18,11,51,23,9,48,12,38,6,43,32,47,27,22,28,26,53,39,42,8,0,46,30,3,40,15,41,45
iter1330,46,21,41,34,32,2,25,26,45,35,24,29,27,20,44,17,13,5,53,23,1,47,18,3,12,8,52,0,39,9,31,36,11,48,7,49,22,51,38,15,19,40,50,30,42,4,14,43,28,6,33,16,37,10
iter1331,47,24,43,41,21,11,50,28,22,34,25,27,26,20,33,13,14,7,51,31,2,8,36,1,12,9,15,5,49,16,39,42,18,35,3,46,23,44,38,17,6,40,53,32,37,4,52,45,29,0,30,19,48,10
iter1332,44,32,33,41,27,5,39,19,31,36,30,37,25,22,2,21,28,14,50,24,0,6,11,9,7,13,4,1,51,34,17,48,12,35,10,20,47,52,42,23,15,40,49,18,16,8,53,45,29,3,38,26,43,46
iter1333,45,28,14,36,18,2,51,16,19,27,29,34,26,39,21,24,10,5,47,33,0,13,50,3,12,8,9,1,46,15,25,41,17,31,6,38,43,49,37,22,11,35,52,32,42,7,53,44,30,4,40,20,48,23
iter1334,47,34,39,40,16,4,48,38,15,37,14,31,30,36,42,22,17,5,50,26,0,27,32,9,8,23,12,1,53,6,19,45,24,20,3,41,51,52,43,28,25,33,11,13,44,7,10,46,29,2,35,21,49,18
iter1335,46,24,36,39,17,5,49,32,30,29,22,31,27,38,14,20,35,8,48,25,1,11,50,6,10,23,3,0,51,4,13,44,15,18,9,42,33,47,43,21,12,28,52,34,37,7,53,41,26,2,40,19,45,16
iter1336,40,29,30,39,21,2,52,38,10,33,20,25,34,26,35,14,1,8,50,32,0,28,11,5,12,16,15,13,24,51,7,43,17,18,3,48,42,49,36,19,37,41,45,22,44,4,53,47,27,6,31,9,46,23
iter1337,46,23,48,36,32,3,45,14,37,29,19,28,25,22,43,17,2,7,42,27,1,20,31,8,11,18,13,4,38,0,16,40,12,39,5,49,51,50,34,15,10,41,52,21,35,9,53,44,26,6,30,24,47,33
iter1338,48,25,43,34,14,3,47,29,41,21,27,33,24,20,30,17,11,8,51,26,0,6,50,1,9,15,19,7,38,37,22,46,12,36,4,40,31,49,45,23,16,39,52,10,18,5,53,44,28,2,32,13,42,35
iter1339,47,22,32,29,21,5,51,31,12,39,23,25,24,14,45,19,13,7,46,27,2,42,48,3,9,15,28,10,53,1,17,43,20,35,4,33,44,50,40,18,11,38,0,37,34,8,52,41,30,6,36,16,49,26
iter1340,48,32,40,38,11,4,47,22,21,28,25,30,24,18,23,17,16,13,53,27,3,34,29,7,9,20,6,2,43,1,39,44,10,15,8,46,50,45,42,26,14,37,52,41,36,5,12,49,31,0,33,19,51,35
iter1341,49,28,32,39,14,5,47,34,6,17,22,27,29,26,10,16,3,7,50,24,0,25,46,19,8,21,33,13,44,1,11,48,15,36,9,35,45,52,41,23,40,42,53,18,31,4,12,43,30,2,38,20,51,37
iter1342,43,33,46,32,17,7,49,27,12,30,34,24,38,31,39,16,3,8,47,26,0,18,48,9,15,11,14,4,51,19,40,44,23,21,2,41,37,52,42,20,10,29,53,22,36,6,1,50,28,5,35,13,45,25
iter1343,45,37,24,34,22,5,48,29,47,31,18,35,25,13,28,14,6,7,49,30,0,43,26,17,10,21,2,8,50,32,19,44,15,40,1,33,12,53,46,20,16,38,52,11,23,4,51,42,27,3,39,9,41,36
iter1344,48,36,37,40,27,8,50,11,4,41,16,30,34,33,23,17,1,10,39,25,0,9,51,7,13,15,20,12,52,2,18,44,14,26,5,46,35,49,38,28,19,22,42,24,29,6,53,45,32,3,31,21,43,47
iter1345,47,29,45,35,14,5,49,16,15,44,28,37,38,12,24,13,1,8,26,25,3,2,6,7,10,18,19,0,52,50,33,41,21,30,11,48,51,32,46,20,23,39,22,36,34,4,53,42,31,9,40,17,43,27
iter1346,46,31,32,37,18,5,49,30,41,33,27,26,13,36,28,21,43,10,42,22,2,16,6,9,12,15,4,0,52,50,35,40,17,25,11,34,45,47,24,19,14,38,51,23,7,3,53,44,29,1,39,20,48,8
iter1347,41,28,47,36,9,2,49,10,14,34,21,30,25,12,42,19,18,6,38,27,0,43,48,16,8,7,11,3,50,1,23,40,20,31,17,35,44,51,29,24,15,39,52,37,33,5,53,45,26,4,32,22,46,13
iter1348,48,23,36,38,22,2,52,24,5,25,26,27,15,32,41,19,10,8,51,30,0,13,43,3,9,16,7,17,46,31,21,45,28,20,1,11,50,42,44,29,12,35,49,34,14,6,53,40,33,4,37,18,47,39
iter1349,47,20,24,35,16,1,45,14,15,33,21,34,29,30,26,9,50,5,41,23,0,13,46,3,12,10,36,2,51,52,18,40,11,22,7,43,27,49,28,17,19,37,48,32,39,6,53,44,31,4,38,25,42,8
iter1350,45,29,12,19,13,2,48,32,46,28,23,31,25,30,36,24,1,8,47,17,0,18,50,5,9,21,10,7,51,20,16,42,15,33,3,44,43,49,35,11,27,39,52,22,37,6,53,38,34,4,40,26,41,14
iter1351,46,31,32,36,26,7,52,18,33,35,19,28,30,39,43,17,0,8,44,20,4,45,53,3,12,16,13,2,49,11,24,41,10,25,9,27,34,51,37,21,6,40,47,22,38,5,50,42,23,1,29,14,48,15
iter1352,45,29,36,35,28,7,50,14,41,22,20,32,37,42,33,31,9,4,49,21,2,15,52,8,10,16,30,12,53,0,23,44,18,24,6,46,38,51,34,19,17,26,43,11,47,5,1,48,27,3,39,13,40,25
iter1353,49,36,21,35,26,6,46,31,5,34,28,32,19,18,17,20,23,10,50,27,0,11,44,13,12,8,30,9,51,1,15,40,14,37,4,24,25,47,48,22,7,41,52,33,45,3,53,42,29,2,38,16,43,39
iter1354,45,32,14,41,12,4,49,17,18,36,24,37,23,19,29,25,9,6,38,30,0,10,51,5,15,11,31,13,52,1,26,42,16,33,7,46,40,50,39,22,27,35,53,20,44,3,48,43,21,2,34,8,47,28
iter1355,46,22,35,42,24,3,47,14,23,44,28,37,25,18,11,20,7,6,52,30,1,43,53,5,13,17,10,4,49,12,31,39,15,27,9,36,48,50,38,29,32,34,0,16,33,8,51,41,26,2,40,19,45,21
iter1356,46,25,39,35,12,3,42,30,18,21,22,27,20,33,29,15,47,8,49,23,1,13,51,5,10,14,2,16,50,45,24,44,9,28,6,37,36,48,40,11,19,32,53,26,34,4,52,38,17,0,31,7,41,43
iter1357,44,20,40,34,19,4,47,28,31,32,21,30,15,27,45,14,49,5,50,23,0,24,43,2,11,9,37,12,51,33,10,38,18,13,6,25,35,48,39,17,8,22,53,29,16,3,52,41,26,1,36,7,46,42
iter1358,46,31,21,39,18,9,48,35,20,33,27,26,22,28,37,16,49,8,43,25,0,47,44,2,15,17,3,1,51,4,12,45,19,41,5,34,10,50,42,24,14,38,52,13,29,7,53,40,30,11,36,23,32,6
iter1359,46,25,42,27,33,7,45,41,53,13,23,36,22,21,15,14,16,8,49,28,0,35,48,1,9,17,6,12,52,4,37,44,18,29,5,24,47,50,30,20,19,38,51,31,26,3,11,39,34,2,40,32,43,10
iter1360,46,27,44,36,18,9,48,29,11,38,28,33,21,34,26,23,4,7,51,31,0,12,50,1,15,20,14,2,49,6,17,45,13,25,3,35,47,42,41,22,32,37,53,16,19,8,52,40,30,10,39,24,43,5
iter1361,47,30,35,40,18,6,49,16,4,36,31,29,22,23,41,17,43,9,50,34,0,28,45,8,12,13,11,3,52,20,21,42,19,37,5,44,33,51,24,26,14,38,53,10,27,7,1,46,25,2,39,15,48,32
iter1362,46,27,19,40,9,8,36,22,38,37,21,34,13,35,3,16,25,15,48,32,1,29,50,6,12,26,11,0,51,49,10,42,23,14,4,31,28,7,45,30,20,39,52,18,41,5,53,47,33,2,43,17,44,24
iter1363,45,25,38,37,26,2,49,20,34,19,29,33,18,16,28,12,6,8,50,31,0,36,48,1,10,17,13,14,51,9,11,42,15,27,4,32,46,47,43,30,7,39,53,22,41,3,52,44,21,5,35,23,40,24
iter1364,47,34,25,38,18,4,50,30,1,37,28,32,23,16,21,15,17,8,48,24,0,11,49,3,12,14,10,9,52,20,5,35,31,19,2,33,41,43,46,26,39,36,51,29,42,6,53,44,27,7,40,22,45,13
iter1365,46,28,38,35,14,3,49,17,36,31,24,22,29,33,15,18,16,4,45,21,2,8,50,5,9,10,40,39,51,1,12,44,11,20,6,30,48,47,32,26,27,42,53,19,34,7,52,25,23,0,37,13,43,41
iter1366,46,34,41,20,17,5,51,38,12,33,24,32,18,30,37,15,21,6,35,27,1,25,50,11,16,28,10,2,52,3,8,47,22,43,9,42,48,49,36,19,29,23,53,39,26,7,0,44,31,4,40,13,45,14
iter1367,44,24,46,43,27,5,41,14,25,21,28,33,22,26,30,10,17,8,52,29,0,7,40,2,11,13,36,12,48,35,9,42,20,23,4,45,47,50,34,16,18,32,53,15,38,6,1,39,31,3,37,19,49,51
iter1368,47,23,39,37,14,3,50,10,13,35,22,28,24,34,21,12,43,8,51,25,2,30,53,9,11,15,7,20,52,49,5,45,19,38,4,32,46,31,42,36,16,29,1,40,33,6,0,44,27,18,41,17,48,26
iter1369,46,25,9,35,12,3,34,31,36,30,22,29,24,32,14,15,10,5,48,33,0,18,49,11,8,26,7,17,51,2,40,42,13,37,6,19,44,50,38,23,21,41,52,28,43,4,53,47,27,1,39,20,45,16
iter1370,50,35,34,39,24,3,51,19,44,33,27,37,23,21,18,16,17,7,49,30,0,40,22,1,8,10,13,12,48,5,11,45,20,38,4,46,36,42,28,26,9,29,52,14,43,6,53,47,32,2,41,25,31,15
iter1371,43,34,15,40,30,6,50,10,9,27,19,35,32,36,39,21,7,1,47,29,3,42,48,13,14,17,37,0,38,51,20,45,12,23,2,26,44,49,46,22,31,33,28,18,25,5,11,52,24,4,41,16,53,8
iter1372,45,28,37,38,23,12,52,13,47,21,29,34,17,25,30,18,48,6,50,24,1,4,51,8,14,11,35,2,41,31,10,46,15,22,9,39,40,43,36,16,7,33,53,32,19,5,0,44,27,3,42,20,49,26
iter1373,51,23,44,34,14,7,45,35,38,29,32,33,27,47,19,18,50,10,49,25,0,20,41,4,11,13,30,6,52,40,8,39,15,28,3,24,37,42,43,16,12,31,53,17,21,5,1,48,26,2,36,22,46,9
iter1374,47,32,35,43,18,4,25,19,15,28,27,38,31,9,41,20,5,2,51,29,0,7,3,8,14,22,21,10,50,16,11,48,12,17,13,42,23,49,46,30,26,40,52,33,45,6,53,44,34,1,39,24,37,36
iter1375,47,32,44,33,14,1,51,23,39,35,28,31,25,19,36,20,16,5,48,27,0,37,45,8,12,9,18,3,50,4,13,42,17,26,2,38,52,49,30,22,21,41,7,40,24,6,53,46,29,10,34,15,43,11
iter1376,49,33,25,35,21,8,45,36,48,41,19,24,30,31,12,22,42,13,52,27,0,14,44,6,18,20,29,3,50,16,17,43,15,26,4,32,38,51,39,23,11,34,53,9,40,7,1,46,28,2,37,10,47,5
iter1377,48,40,35,33,19,2,52,36,10,28,21,29,24,32,44,25,23,6,51,31,1,18,42,9,11,7,17,15,53,49,8,45,22,37,4,27,47,50,39,12,13,38,0,34,26,5,14,46,30,3,41,16,43,20
iter1378,51,25,21,35,14,2,47,22,28,31,27,23,32,37,39,20,11,9,52,24,0,17,45,4,10,15,40,5,49,8,12,46,16,30,7,50,34,44,48,19,13,38,1,42,36,6,53,41,29,3,33,18,43,26
iter1379,50,18,28,36,17,7,49,11,41,29,22,34,33,39,47,19,1,6,24,25,0,23,45,3,14,21,38,9,53,51,16,40,30,26,10,37,43,52,46,13,8,44,35,20,31,5,4,48,27,2,32,12,42,15
iter1380,47,32,23,33,26,2,51,9,46,34,19,29,24,20,42,17,8,6,48,30,1,28,41,5,13,16,18,0,52,22,31,40,15,21,3,27,37,49,39,14,38,36,53,7,35,4,10,45,25,12,44,11,50,43
iter1381,43,29,26,30,16,3,48,45,5,23,19,32,14,25,36,10,9,4,42,28,0,49,51,11,6,17,8,13,50,39,37,44,22,31,2,46,33,47,34,12,18,21,53,24,41,7,52,40,27,1,38,20,35,15
iter1382,45,31,49,33,32,1,48,36,47,41,24,30,21,34,51,26,22,11,50,23,0,6,17,3,16,13,12,5,52,2,10,46,18,20,7,28,43,44,42,25,15,29,53,38,35,4,14,39,27,9,37,19,40,8
iter1383,41,28,47,37,34,7,50,9,52,25,21,29,19,27,24,16,13,5,49,22,1,33,51,3,11,17,6,10,53,18,12,44,31,38,2,39,46,48,45,23,20,35,0,14,36,8,15,42,26,4,40,30,43,32
iter1384,47,31,30,41,26,8,39,28,1,27,21,32,18,25,10,20,11,6,53,23,0,49,48,9,15,12,45,2,51,14,24,44,13,16,5,37,50,52,36,22,19,42,33,34,40,4,35,43,29,3,38,17,46,7
iter1385,45,33,38,37,21,4,51,27,41,26,19,29,18,30,50,16,11,6,49,28,0,1,52,9,15,12,13,3,47,7,20,34,14,24,2,46,44,31,39,25,32,42,17,10,40,5,53,43,22,8,36,23,48,35
iter1386,44,25,32,30,26,3,43,31,23,29,19,37,18,17,9,20,2,6,50,21,0,52,45,8,10,24,11,14,49,47,15,40,13,33,5,46,39,51,36,27,16,34,53,22,38,4,1,41,28,7,35,12,48,42
iter1387,36,29,39,21,14,7,49,17,5,32,27,30,25,40,12,15,4,6,51,28,0,43,47,1,11,26,19,2,52,10,20,44,18,31,9,42,46,41,23,24,13,37,50,22,34,3,53,45,33,8,35,16,48,38
iter1388,46,25,35,38,17,1,50,33,15,16,31,27,23,36,22,20,2,3,49,24,0,28,11,8,13,12,45,9,48,6,19,40,29,32,7,26,43,51,42,14,18,41,52,34,39,5,53,44,30,4,37,21,47,10
iter1389,49,21,32,37,19,6,44,35,51,31,20,28,30,38,36,12,8,7,52,33,0,40,5,9,14,13,10,1,45,16,17,48,15,24,11,34,27,50,41,29,23,43,2,47,18,3,53,46,25,4,39,22,26,42
iter1390,41,24,31,36,15,9,52,33,10,13,21,35,28,29,37,20,14,7,47,30,0,26,49,5,8,6,22,2,25,11,19,44,23,34,4,48,46,45,43,16,18,42,51,17,38,3,53,50,27,1,40,12,39,32
iter1391,47,30,39,33,23,4,45,36,9,29,31,32,22,42,37,16,17,6,52,25,0,8,49,2,15,13,20,5,46,7,19,44,11,38,1,28,34,51,43,27,21,35,12,18,41,10,53,48,26,3,40,24,50,14
iter1392,44,19,29,42,10,2,22,30,39,16,25,31,17,23,34,18,3,6,51,21,1,48,41,14,8,12,33,7,49,0,11,47,13,35,4,46,38,50,27,15,20,28,53,36,32,9,52,40,26,5,37,24,45,43
iter1393,47,34,39,29,19,6,50,10,46,33,23,26,25,24,13,15,12,7,51,27,0,32,31,8,18,16,11,1,43,21,2,42,9,36,4,45,48,49,35,14,22,28,52,30,37,5,53,40,20,3,41,17,44,38
iter1394,47,24,40,37,27,3,34,36,46,22,25,39,30,13,28,23,2,8,44,35,1,17,51,4,9,11,18,12,43,10,16,45,21,26,7,42,52,48,38,19,15,41,0,32,29,6,53,49,31,5,33,14,50,20
iter1395,49,22,42,32,20,13,50,26,3,36,24,25,21,14,35,19,16,8,47,28,0,38,53,5,12,9,40,11,52,31,39,44,17,33,4,41,48,51,37,23,18,45,1,29,30,7,2,46,27,6,34,15,43,10
iter1396,46,36,31,38,22,9,50,29,18,14,19,30,26,33,13,27,8,6,49,34,0,21,42,4,10,11,7,1,51,23,17,43,16,24,3,20,45,48,44,37,12,39,52,35,25,5,53,47,28,2,41,15,40,32
iter1397,46,23,38,30,20,4,49,15,13,29,17,34,22,36,18,9,48,11,43,25,0,2,39,5,6,12,33,26,52,37,31,42,16,28,7,45,51,32,21,19,8,41,50,14,27,3,53,44,24,1,40,10,47,35
iter1398,46,25,38,41,14,5,49,26,12,27,30,34,20,28,15,19,3,10,47,31,1,35,52,9,11,8,32,18,48,2,24,42,13,37,6,44,36,51,43,22,33,21,53,16,29,7,0,40,23,4,39,17,50,45
iter1399,50,32,36,39,26,6,45,23,40,35,24,30,14,27,52,21,9,7,46,19,0,48,28,4,11,17,16,3,49,5,13,44,22,31,1,38,42,53,43,15,20,37,47,29,34,2,12,41,25,8,33,18,51,10
iter1400,44,24,27,30,31,3,45,49,13,22,20,33,25,37,21,19,41,6,47,17,0,42,7,11,10,9,36,1,51,40,26,46,16,28,8,38,34,48,39,12,32,29,52,18,15,5,53,43,23,2,35,14,50,4
iter1401,48,24,32,30,13,2,46,18,3,38,25,33,36,34,28,17,15,8,50,26,1,21,43,4,16,12,9,6,49,51,5,44,14,29,19,22,42,47,35,20,11,27,52,7,40,10,53,41,23,0,39,31,45,37
iter1402,43,28,25,34,18,10,48,49,46,19,22,27,23,30,41,26,4,6,42,33,2,21,51,11,8,14,24,0,50,12,35,44,17,38,7,37,47,52,32,29,15,36,53,9,31,5,1,45,20,3,40,13,39,16
iter1403,47,35,10,31,40,3,49,20,11,17,24,41,26,23,25,21,38,9,51,33,0,30,36,7,12,29,5,2,53,1,28,46,16,43,8,44,34,50,22,39,15,42,52,18,45,4,14,48,27,6,32,13,37,19
iter1404,46,28,31,43,20,2,50,9,6,23,29,32,17,41,18,15,48,11,49,21,1,51,19,0,13,5,30,14,53,40,39,44,12,27,8,34,37,52,42,22,24,35,16,33,36,4,10,45,26,3,38,25,47,7
iter1405,50,30,47,35,20,2,45,36,46,18,27,29,31,28,34,21,8,11,52,25,1,14,44,9,17,12,6,3,51,0,5,39,15,24,4,37,43,49,33,23,19,41,53,40,38,10,16,48,26,7,32,22,42,13
iter1406,46,23,8,39,20,2,47,28,33,41,26,30,31,13,19,17,1,9,53,36,0,50,45,6,15,22,7,14,51,52,21,43,12,32,5,35,34,49,37,24,29,38,44,27,18,4,11,40,25,3,42,16,48,10
iter1407,49,28,38,43,22,4,35,39,20,29,25,30,24,26,46,12,1,7,51,31,0,21,52,2,14,9,36,18,47,11,6,45,15,27,8,40,50,42,44,23,13,34,17,19,41,5,53,48,33,3,32,10,37,16
iter1408,43,28,30,27,8,3,44,37,33,23,21,22,14,20,36,17,46,6,48,24,0,19,47,4,13,12,10,1,50,40,2,41,18,25,7,35,45,42,49,15,32,38,52,11,31,5,53,39,29,9,34,16,51,26
iter1409,47,32,31,36,19,11,46,18,13,25,28,29,27,30,49,16,3,6,39,24,0,22,33,5,20,12,45,1,52,35,9,44,14,26,10,41,34,50,42,15,21,37,51,7,38,4,53,43,23,2,40,17,48,8
iter1410,45,32,13,37,15,3,40,23,9,29,25,28,22,20,36,18,49,8,48,26,0,19,46,5,10,21,35,1,52,33,41,47,11,16,4,50,44,53,42,12,14,30,51,24,31,6,2,39,27,7,34,17,43,38
iter1411,49,23,27,41,17,4,38,35,42,18,24,32,21,22,29,26,0,9,50,30,1,39,51,5,12,19,10,3,53,15,2,48,13,46,8,36,44,52,20,16,28,37,34,40,33,6,14,47,31,7,45,11,43,25
iter1412,45,31,24,41,17,2,50,33,46,25,26,32,16,34,11,19,35,8,52,23,0,9,36,4,10,18,3,1,51,48,37,39,14,15,6,30,40,53,42,20,22,27,49,43,28,5,13,44,29,7,38,21,47,12
iter1413,46,30,28,36,19,4,49,12,31,23,22,32,21,13,7,20,25,9,51,27,1,3,50,8,11,17,15,26,52,48,38,45,14,18,10,43,35,42,40,16,34,44,0,39,37,5,53,41,24,2,29,33,47,6
iter1414,49,32,44,43,34,7,31,26,11,27,22,33,23,41,14,18,17,5,52,29,4,28,20,8,15,30,3,12,42,1,13,50,19,39,2,25,37,51,38,21,9,46,53,16,40,6,0,48,36,10,45,24,47,35
iter1415,50,26,39,43,37,3,49,33,35,40,28,34,21,20,32,24,9,5,36,31,0,13,52,10,14,22,46,4,53,7,11,48,15,41,6,17,44,45,18,29,16,47,1,25,30,8,12,51,27,2,38,19,42,23
iter1416,47,32,19,43,14,4,45,11,2,20,23,38,25,17,30,16,35,9,46,29,1,24,52,5,12,10,13,3,51,37,22,49,15,31,8,39,50,48,34,28,18,40,0,33,36,6,53,41,27,7,42,21,44,26
iter1417,48,29,43,36,31,6,41,12,7,27,25,23,19,21,34,13,28,5,49,17,0,45,20,8,11,16,44,1,51,2,30,46,14,35,9,40,42,52,33,15,26,38,50,18,32,4,53,47,24,3,39,10,37,22
