,R:VERB:FORM,R:VERB:TENSE,M:NOUN,U:PREP,M:VERB:TENSE,R:PRON,R:SPELL,R:ADV,U:NOUN:POSS,R:ORTH,M:DET,U:OTHER,R:NOUN,U:ADV,M:ADJ,R:PREP,R:CONJ,U:NOUN,M:VERB:FORM,R:NOUN:NUM,R:NOUN:POSS,U:VERB:FORM,R:CONTR,M:ADV,U:DET,U:PUNCT,M:PRON,U:PART,R:NOUN:INFL,M:PART,M:CONJ,R:VERB:SVA,M:PUNCT,R:PUNCT,M:NOUN:POSS,U:VERB:TENSE,U:PRON,U:CONJ,R:WO,R:VERB,R:ADJ,M:PREP,R:VERB:INFL,U:ADJ,U:VERB,M:OTHER,U:CONTR,UNK,R:OTHER,R:PART,R:MORPH,R:DET,M:VERB,R:ADJ:FORM
iter1316,46,22,40,43,10,5,51,33,17,38,27,21,18,34,25,16,9,7,49,23,0,24,50,2,11,15,36,1,52,4,13,45,14,31,6,41,26,48,42,32,30,39,53,29,20,3,12,44,28,8,37,19,47,35
iter1317,43,26,40,37,25,2,52,27,3,34,22,32,21,33,24,19,1,13,44,31,0,14,47,5,12,18,10,4,51,49,8,41,16,30,6,29,45,50,48,17,20,46,36,15,35,11,53,42,28,7,38,23,39,9
iter1318,46,32,36,33,22,6,21,20,43,26,18,34,19,37,28,14,27,10,47,24,1,7,50,8,12,11,51,2,52,15,23,44,16,35,3,38,41,49,45,17,9,39,53,40,25,4,0,42,31,5,30,13,48,29
iter1319,48,24,41,37,16,5,40,32,50,36,21,31,34,30,25,19,8,11,51,29,0,4,49,9,13,15,17,27,52,14,3,45,18,38,6,33,47,43,22,20,7,42,1,39,26,12,53,44,28,2,35,23,46,10
iter1320,50,21,32,46,16,3,52,42,11,34,19,28,22,40,41,18,5,8,51,30,0,7,14,2,12,26,10,13,38,1,31,43,20,27,9,39,47,48,45,23,24,33,36,25,35,6,53,44,29,4,37,17,49,15
iter1321,45,26,30,38,35,6,52,11,19,27,21,40,25,31,28,24,2,10,42,23,1,4,51,34,12,14,43,15,8,33,36,46,18,39,9,41,53,49,44,17,13,47,7,16,37,5,0,50,29,3,32,22,48,20
iter1322,46,32,35,34,28,3,49,40,29,38,24,31,26,22,27,23,5,6,52,25,1,48,42,12,16,13,14,2,50,9,10,43,19,33,4,45,20,51,39,18,15,36,53,21,37,7,0,47,30,8,41,17,44,11
iter1323,47,32,38,26,31,6,48,13,25,40,21,23,20,34,37,15,2,9,50,28,1,11,35,5,12,17,19,4,49,0,7,46,16,24,8,43,51,44,36,30,14,39,52,27,33,10,53,45,29,3,42,18,41,22
iter1324,45,24,34,37,18,4,52,11,49,36,21,31,20,39,25,22,50,6,27,30,2,16,3,7,15,8,40,5,51,17,10,46,19,42,9,43,35,48,38,23,14,26,53,32,33,12,0,44,29,1,41,13,47,28
iter1325,48,25,44,41,30,8,50,17,26,11,31,38,18,15,21,19,49,10,47,34,0,12,36,6,14,9,20,1,52,4,32,43,23,37,13,46,45,51,27,24,35,29,53,7,22,5,2,42,28,3,33,16,40,39
iter1326,47,31,45,37,14,2,48,43,40,34,24,28,19,22,33,18,12,5,50,23,1,49,52,11,8,16,9,20,53,46,29,41,13,32,6,38,30,51,35,17,21,39,3,15,27,7,0,44,26,4,36,25,42,10
iter1327,44,23,30,38,15,2,52,47,16,32,21,36,19,28,48,20,33,6,49,17,0,7,46,4,11,12,18,22,51,42,40,45,14,37,3,35,31,50,39,27,13,26,53,8,29,5,9,43,25,1,34,10,41,24
iter1328,47,29,43,34,19,4,50,39,40,33,23,31,32,25,12,20,21,7,51,22,0,38,48,3,8,15,28,9,52,11,16,45,13,35,6,42,49,44,37,17,18,36,1,24,27,5,53,41,26,2,30,14,46,10
iter1329,48,28,38,39,27,5,40,30,2,35,31,24,18,22,15,19,16,8,42,29,0,34,44,7,13,11,17,4,46,3,21,47,12,33,10,45,51,53,37,23,25,43,52,14,26,9,1,49,32,6,36,20,50,41
iter1330,46,34,21,28,31,4,48,16,15,20,27,37,30,25,26,19,3,9,49,35,6,22,52,2,13,14,7,5,51,10,43,41,17,38,12,36,40,50,24,23,11,32,53,39,45,8,1,47,33,0,42,18,44,29
iter1331,50,23,19,44,32,9,45,14,6,36,21,29,26,27,16,12,33,7,46,24,0,20,25,2,11,22,34,8,48,3,10,41,18,13,5,15,49,51,39,31,38,42,52,40,30,4,53,43,35,1,37,17,28,47
iter1332,46,29,28,36,21,4,50,13,48,24,20,32,22,34,19,23,33,18,49,26,0,47,27,5,14,10,6,1,52,7,12,42,15,40,9,37,31,53,35,25,16,45,51,41,39,3,17,43,30,2,38,11,44,8
iter1333,45,33,46,40,12,1,31,14,38,28,27,29,21,13,8,18,36,10,44,19,0,35,50,3,11,15,7,5,51,20,24,42,9,34,6,48,41,49,25,23,30,26,52,22,39,4,53,43,32,2,37,16,47,17
iter1334,51,32,36,42,25,6,43,10,20,35,26,33,31,44,21,22,2,7,52,29,0,5,48,11,18,19,4,3,47,14,16,49,17,34,12,45,30,53,39,23,15,37,9,27,41,13,1,46,28,8,40,24,50,38
iter1335,48,26,37,39,32,2,49,12,17,20,21,27,22,34,13,16,14,6,52,33,1,46,41,8,9,19,24,7,51,11,23,43,28,31,5,45,47,50,35,18,25,42,0,38,30,4,53,44,29,3,36,15,40,10
iter1336,50,24,46,39,19,3,43,30,42,45,26,33,22,38,16,21,35,7,51,23,1,6,36,9,13,14,10,11,52,37,17,48,18,34,5,47,40,53,32,25,12,44,4,29,31,8,0,49,27,2,41,15,28,20
iter1337,45,31,26,41,29,0,38,23,11,37,15,32,21,22,42,24,1,4,35,27,2,43,40,9,10,14,36,3,50,30,7,44,13,20,8,46,47,51,39,16,19,28,53,18,17,5,52,48,25,6,34,12,49,33
iter1338,49,23,24,25,16,9,51,31,4,27,29,36,28,34,43,12,44,10,50,33,1,8,46,15,11,14,42,2,52,39,19,45,21,41,6,30,40,38,37,18,7,13,53,17,32,3,0,48,26,5,35,20,47,22
iter1339,49,40,38,37,25,2,52,18,12,34,31,36,26,24,23,21,41,9,47,29,0,15,30,7,16,14,10,1,53,3,39,48,17,45,6,35,50,51,46,20,22,28,8,42,27,5,11,43,32,4,33,19,44,13
iter1340,48,24,34,33,20,3,43,36,12,29,21,32,22,42,28,18,51,11,44,25,1,19,41,2,9,17,14,8,52,0,7,45,16,31,6,37,40,47,35,23,13,39,50,27,15,5,53,30,26,4,38,10,46,49
iter1341,45,24,38,32,21,3,36,25,34,20,22,27,18,28,44,16,6,7,39,31,0,49,52,9,12,17,33,2,51,40,8,42,14,41,4,23,47,50,29,19,13,37,48,15,26,5,53,43,30,1,35,10,46,11
iter1342,47,24,19,30,12,7,44,11,46,28,21,31,18,32,29,13,1,8,43,22,0,25,45,4,10,17,23,6,52,49,36,42,15,20,5,33,41,50,35,16,40,26,53,48,39,3,38,37,27,2,34,14,51,9
iter1343,42,23,34,33,12,4,49,27,35,26,19,29,22,16,43,14,41,10,51,20,0,40,50,5,6,28,18,2,52,7,38,46,15,31,3,25,44,48,39,24,9,30,53,32,36,11,1,45,21,13,37,17,47,8
iter1344,47,24,30,33,8,2,48,28,36,37,18,31,26,21,35,16,39,7,51,25,1,20,46,6,13,5,17,0,50,10,15,38,14,22,9,23,41,43,49,19,11,32,52,42,29,4,53,45,27,3,34,12,40,44
iter1345,41,31,23,33,11,5,48,16,28,35,21,32,27,15,7,26,42,9,51,18,6,45,50,8,10,13,25,2,44,1,12,46,22,37,4,40,29,52,38,20,17,36,49,34,39,3,53,43,24,0,30,14,47,19
iter1346,50,27,28,43,17,6,39,16,48,35,25,40,23,19,36,15,10,9,47,20,1,8,14,11,13,30,42,2,52,12,32,46,21,22,4,37,31,51,33,29,24,34,53,38,41,5,0,45,26,3,44,18,49,7
iter1347,49,32,40,37,14,7,46,26,11,39,25,27,24,19,48,18,3,8,52,31,1,50,35,4,13,17,9,10,53,34,38,45,15,22,6,23,41,47,44,21,20,42,0,33,30,5,12,36,28,2,43,16,51,29
iter1348,50,32,27,31,16,3,48,35,10,20,26,41,19,34,13,21,11,9,46,36,1,7,47,6,15,18,23,17,51,5,4,42,24,37,14,38,49,52,44,25,33,40,0,28,39,8,53,45,30,2,29,22,43,12
iter1349,47,25,44,39,15,4,37,45,36,29,26,31,22,33,34,21,32,14,51,30,1,11,7,6,12,16,10,5,48,42,18,41,13,28,9,19,40,52,43,20,17,38,0,35,24,8,53,49,27,2,46,23,50,3
iter1350,47,28,37,33,19,9,44,36,13,34,23,27,35,41,15,24,45,8,51,31,2,30,48,10,12,14,16,1,50,5,11,40,25,43,3,22,38,52,32,21,20,42,53,17,26,7,0,49,29,6,39,18,46,4
iter1351,45,35,30,39,36,6,52,11,26,37,22,27,28,18,33,20,40,7,49,29,0,10,8,3,14,19,24,5,50,12,9,44,25,21,1,23,38,51,32,16,15,42,53,17,31,2,46,43,34,4,41,13,47,48
iter1352,44,18,28,34,33,1,41,36,15,31,22,26,27,23,32,21,10,6,50,30,0,20,51,8,7,9,45,5,48,2,11,46,17,24,4,29,37,25,38,14,13,40,52,35,43,3,53,47,19,12,42,16,49,39
iter1353,49,30,26,42,36,8,47,24,35,31,22,28,29,23,34,16,3,4,52,27,0,19,12,20,10,15,11,2,50,13,48,46,17,40,1,38,21,32,44,14,7,43,51,9,33,6,53,41,25,5,37,18,45,39
iter1354,46,29,49,34,14,7,28,27,37,18,21,22,13,30,40,9,39,10,38,25,0,19,48,6,11,5,20,1,51,33,32,42,16,23,8,35,47,50,43,31,17,41,53,15,24,4,52,44,26,3,36,12,45,2
iter1355,46,21,14,26,30,3,51,24,5,19,16,32,20,27,41,11,28,8,18,31,0,37,48,6,12,34,42,10,49,13,9,39,15,40,2,22,45,50,36,33,29,38,53,47,23,4,52,43,25,1,35,17,44,7
iter1356,43,31,21,32,22,6,40,16,13,35,23,33,30,42,15,20,2,9,50,28,1,37,49,7,12,17,18,0,51,8,10,41,19,29,5,45,46,44,47,25,3,27,53,26,34,4,52,48,24,11,38,14,39,36
iter1357,47,27,39,42,20,6,49,19,41,32,26,30,23,17,45,14,37,8,43,28,0,16,48,11,12,10,4,13,51,1,9,35,21,33,3,29,36,50,38,24,15,34,52,25,31,7,53,44,22,2,40,18,46,5
iter1358,46,29,36,38,18,3,50,16,49,19,17,37,23,34,43,24,1,9,44,21,0,5,12,6,11,28,20,8,25,51,26,45,14,35,2,33,48,40,32,31,10,42,52,27,41,4,53,47,22,7,30,13,39,15
iter1359,45,25,23,40,11,7,52,15,18,29,16,36,21,39,26,19,33,6,51,30,0,9,37,4,12,17,13,5,48,1,34,47,14,35,8,42,10,46,41,24,32,22,44,38,28,3,53,50,27,2,43,20,31,49
iter1360,49,25,24,36,30,4,46,17,50,31,23,26,27,34,35,13,5,6,32,20,0,10,41,7,11,18,9,3,45,51,29,39,12,14,8,19,42,48,43,21,16,33,52,22,37,2,53,40,28,1,38,15,47,44
iter1361,45,35,39,30,38,8,40,14,6,22,31,27,26,28,20,17,5,10,42,25,2,11,49,12,15,13,7,4,43,1,18,48,16,34,21,44,53,51,50,23,24,37,52,19,32,9,0,47,29,3,36,33,46,41
iter1362,41,29,31,35,13,3,44,23,51,25,22,28,26,39,43,16,2,7,49,20,1,30,24,9,11,10,37,0,47,12,8,45,19,33,5,34,38,46,48,17,21,32,52,18,36,6,53,50,27,4,40,15,42,14
iter1363,48,21,43,38,15,7,45,6,31,26,25,29,27,35,20,19,9,10,51,28,0,8,46,1,11,14,3,2,52,30,33,44,17,42,18,32,41,49,37,23,16,40,53,13,36,4,47,39,24,5,34,12,50,22
iter1364,42,34,18,37,31,1,39,28,15,29,24,35,23,36,21,17,51,5,52,26,0,8,3,9,14,10,6,11,44,38,32,47,13,27,12,45,46,49,25,30,7,43,50,16,33,4,53,41,22,2,40,20,48,19
iter1365,49,24,30,38,18,9,50,44,32,35,16,23,21,15,46,19,7,8,51,20,1,28,48,4,11,14,27,29,52,5,31,45,17,25,6,39,42,41,40,26,12,33,0,13,34,3,53,47,22,2,36,10,43,37
iter1366,47,24,29,36,20,9,19,23,33,13,17,27,16,42,30,14,8,7,50,31,0,38,48,5,11,18,21,6,52,2,26,46,15,35,10,34,49,51,45,25,32,28,53,37,44,4,1,41,22,3,39,12,43,40
iter1367,48,19,33,35,26,2,43,13,21,30,25,27,32,41,46,15,10,9,50,22,4,42,49,8,12,14,16,7,51,3,23,44,17,36,0,40,11,47,38,29,24,28,53,6,39,5,52,37,20,1,34,18,45,31
iter1368,48,23,41,45,40,6,50,38,20,39,27,30,19,47,24,12,9,10,31,26,0,36,43,7,16,13,8,4,52,44,11,42,14,34,2,35,32,51,22,21,29,33,53,18,15,3,1,46,25,5,37,17,49,28
iter1369,46,33,25,38,17,5,47,10,19,22,28,30,31,15,43,18,7,8,50,23,0,29,44,2,9,13,12,4,51,34,39,41,16,40,3,36,27,49,24,20,11,42,53,26,32,6,52,45,21,1,37,14,48,35
iter1370,43,32,47,35,26,4,48,21,12,38,28,36,33,27,11,15,3,17,41,30,1,14,53,6,10,23,24,5,51,8,18,37,20,25,9,40,52,50,46,16,13,34,0,29,19,7,39,44,31,2,42,22,49,45
iter1371,48,28,37,35,22,8,50,24,51,34,25,36,20,31,16,13,4,10,52,33,5,19,32,1,12,18,39,3,43,2,29,45,15,41,6,42,38,49,44,21,11,26,0,40,23,9,53,47,30,7,27,14,46,17
iter1372,43,30,40,29,14,2,46,27,13,26,22,25,28,23,16,17,3,6,51,32,0,39,48,1,11,36,15,9,49,19,8,37,18,35,7,45,50,44,41,21,24,42,53,12,34,5,52,38,31,4,33,20,47,10
iter1373,47,23,19,38,25,4,50,39,9,33,24,28,22,29,35,14,0,7,45,27,1,48,46,8,11,12,13,5,51,2,10,42,18,20,16,36,44,49,40,21,15,30,53,31,34,6,52,43,32,3,37,17,41,26
iter1374,50,32,39,38,19,15,43,42,18,29,25,35,30,34,51,23,12,10,45,24,0,26,11,6,14,13,3,9,21,2,41,44,16,37,7,40,49,52,46,31,22,17,53,27,28,8,1,47,33,4,36,20,48,5
iter1375,44,17,30,42,24,4,46,8,47,35,22,36,23,40,39,20,45,6,34,28,0,10,50,3,12,11,9,15,51,5,38,41,31,21,2,27,33,49,18,16,19,29,53,32,26,7,52,43,25,1,37,13,48,14
iter1376,48,23,42,41,19,3,44,12,2,30,27,37,24,34,31,17,1,8,50,32,0,35,47,11,13,18,36,4,49,6,21,43,15,33,10,40,28,51,22,14,16,20,52,25,45,7,53,46,29,5,39,26,38,9
iter1377,40,36,38,35,17,1,44,9,41,32,22,23,26,28,13,18,51,10,52,25,0,7,48,8,15,14,46,12,45,3,4,43,24,30,5,42,31,49,33,20,27,29,53,19,37,6,50,39,21,2,34,16,47,11
iter1378,44,28,40,36,14,10,30,34,48,24,32,41,27,37,11,19,8,9,52,38,0,18,17,4,13,22,6,1,51,2,23,47,15,20,12,16,26,43,46,21,25,35,50,33,42,7,53,45,29,5,39,31,49,3
iter1379,45,30,16,41,24,5,47,25,31,21,34,32,17,15,38,26,6,10,50,20,0,43,52,7,14,12,11,3,36,9,44,42,13,35,2,33,49,51,39,22,23,28,1,18,37,8,53,46,27,4,40,29,48,19
iter1380,49,29,27,37,17,2,43,46,45,34,22,26,19,28,42,14,15,5,50,24,0,30,44,10,8,18,38,7,52,11,20,47,13,48,3,40,25,51,41,21,12,35,53,39,31,4,1,33,23,6,36,16,32,9
iter1381,47,31,21,40,19,7,51,20,48,38,27,33,25,34,49,18,22,8,53,28,1,35,6,10,15,16,13,5,52,2,23,43,17,26,12,36,45,50,46,29,14,42,0,30,39,9,3,44,32,4,37,24,41,11
iter1382,45,32,44,41,16,4,50,17,40,33,26,29,28,25,36,20,3,10,47,23,1,5,49,15,13,11,39,9,53,2,37,48,18,19,6,21,34,51,42,24,27,43,7,14,31,8,0,46,30,22,35,12,38,52
iter1383,46,31,34,37,24,7,45,36,26,25,22,32,39,41,40,19,3,10,44,21,1,17,50,13,11,12,14,8,52,2,6,48,18,42,4,27,28,51,47,29,15,35,0,20,38,5,53,43,30,9,33,16,49,23
iter1384,47,26,41,42,37,8,40,19,16,22,18,30,20,33,50,17,3,4,46,28,1,10,34,11,13,31,7,12,52,0,15,44,21,35,6,32,43,49,39,23,24,36,14,25,27,5,53,45,29,2,38,9,48,51
iter1385,49,25,42,37,28,6,43,18,23,26,24,33,29,30,21,15,36,7,51,17,0,48,52,2,11,9,10,12,44,8,14,38,16,19,5,22,20,45,41,27,13,39,3,50,35,4,53,47,32,1,40,31,46,34
iter1386,48,23,19,30,24,1,32,37,50,28,25,33,29,20,11,16,41,7,34,21,0,26,39,9,8,17,15,6,51,5,10,46,14,45,13,42,27,47,44,18,4,40,52,36,43,2,53,35,22,3,31,12,38,49
iter1387,46,26,21,34,18,4,49,33,8,27,28,32,30,38,23,19,7,11,50,29,0,12,48,3,9,14,40,39,51,44,5,42,13,20,1,37,41,52,35,16,17,45,10,43,22,2,53,31,25,6,36,15,47,24
iter1388,46,32,29,33,20,5,51,24,48,39,23,41,27,21,19,12,2,4,52,26,0,10,47,3,9,11,34,16,50,22,6,44,15,38,8,36,28,49,43,13,14,31,40,25,35,7,53,42,30,1,37,18,45,17
iter1389,47,31,40,42,14,4,49,37,19,23,21,30,28,29,24,17,15,6,48,27,0,22,46,2,10,8,26,3,50,16,7,45,9,32,1,39,44,51,34,13,20,35,52,33,36,5,53,41,25,11,43,18,38,12
iter1390,47,27,40,34,28,4,49,21,31,35,20,36,24,29,10,32,48,11,50,30,1,46,52,15,12,17,23,5,53,13,26,45,16,18,7,44,37,51,43,25,14,41,3,19,22,6,0,42,33,2,38,9,39,8
iter1391,45,27,41,32,20,5,51,23,9,22,18,29,21,28,47,12,7,4,50,24,0,39,30,13,11,14,34,3,52,48,17,42,8,25,2,44,46,49,38,15,19,40,36,10,43,6,53,35,26,1,31,16,37,33
iter1392,49,32,35,38,16,3,50,21,42,36,24,28,27,29,14,17,4,9,51,26,2,11,52,6,13,12,18,8,40,10,37,46,22,33,5,34,47,48,41,20,15,39,53,30,31,7,0,44,25,1,45,23,43,19
iter1393,48,33,13,40,15,4,49,43,25,32,36,42,20,29,50,24,6,12,45,35,2,14,27,7,10,11,46,5,53,1,23,47,26,18,19,39,30,52,28,17,16,44,0,22,31,8,51,38,34,9,37,21,41,3
iter1394,48,31,9,26,29,3,19,38,52,24,20,40,35,32,34,15,5,8,44,30,0,17,51,7,10,21,28,1,53,2,22,46,16,39,4,45,13,50,36,18,14,33,49,41,37,6,11,47,25,12,23,27,42,43
iter1395,47,29,41,33,27,6,34,38,20,23,19,28,26,25,30,17,2,8,51,31,0,9,50,4,12,13,32,10,52,15,14,43,11,22,5,45,46,40,35,16,39,42,53,37,21,7,1,44,24,3,36,18,49,48
iter1396,48,32,38,43,26,7,51,27,40,25,23,29,18,19,45,16,21,8,41,24,1,47,49,10,12,13,3,6,52,11,9,46,15,36,2,37,22,39,42,28,17,33,0,35,34,5,53,44,31,4,30,20,50,14
iter1397,48,22,38,39,26,3,44,12,31,34,20,35,17,25,41,18,46,10,43,27,1,42,40,11,8,24,7,2,52,0,9,49,13,32,16,37,50,51,30,19,21,29,53,23,33,4,15,47,36,5,28,14,45,6
iter1398,46,31,26,41,14,1,48,30,17,12,25,35,24,29,32,19,11,10,44,23,0,5,51,9,13,8,38,7,50,4,27,40,16,42,3,33,37,49,34,20,22,43,52,21,39,6,53,47,28,2,36,15,45,18
iter1399,47,35,14,37,22,6,50,24,28,36,19,30,31,33,8,20,38,11,46,27,2,23,39,1,16,12,9,0,49,4,29,41,13,15,10,34,45,51,32,18,26,40,53,7,17,5,52,43,25,3,42,21,48,44
iter1400,47,28,25,38,20,2,45,36,9,22,26,21,24,23,46,13,32,6,51,29,0,19,50,5,15,7,41,8,49,30,10,40,17,27,3,33,44,43,42,11,12,35,53,14,34,4,52,39,31,1,37,18,48,16
iter1401,49,21,25,42,24,9,46,23,32,31,17,28,22,30,43,13,4,7,44,26,0,34,39,6,15,8,10,1,51,2,19,40,16,41,12,38,35,50,18,33,20,29,53,14,37,5,52,45,27,3,36,11,47,48
iter1402,45,26,41,42,35,2,48,16,44,33,21,23,28,36,37,17,7,6,50,29,0,8,15,4,11,14,5,39,52,12,19,34,18,25,3,43,30,51,31,24,27,46,1,49,32,10,53,40,22,9,38,20,47,13
iter1403,45,25,42,31,38,2,49,30,48,26,33,39,28,21,19,22,7,8,50,32,0,10,46,9,11,29,13,3,52,18,20,43,12,24,6,37,35,51,40,23,14,36,1,34,16,5,53,44,27,4,41,15,47,17
iter1404,48,32,43,41,17,3,49,21,50,39,20,36,29,31,27,23,2,12,53,26,0,16,37,4,13,7,30,10,52,47,5,46,25,35,1,38,28,42,24,19,15,40,51,18,33,6,14,45,22,9,34,8,44,11
iter1405,47,29,22,33,15,8,53,14,17,37,24,32,28,34,31,19,6,11,49,35,1,40,52,3,12,9,27,5,50,25,26,48,18,21,13,46,45,51,43,16,23,41,0,36,20,10,4,38,30,2,42,39,44,7
iter1406,47,25,39,35,22,4,48,28,40,32,29,34,26,23,38,16,2,12,52,31,0,11,49,9,14,13,6,1,41,19,3,43,15,37,7,46,44,51,20,30,24,33,53,27,18,8,50,42,21,10,36,17,45,5
iter1407,47,31,48,36,25,5,38,43,6,34,26,33,23,18,14,21,46,7,44,35,1,11,51,12,13,20,29,19,52,2,40,41,9,42,10,22,27,50,39,30,16,37,0,32,15,4,53,45,28,3,24,17,49,8
iter1408,45,22,18,47,25,2,48,17,42,28,27,33,26,21,39,20,31,9,46,29,0,4,49,3,14,16,5,15,51,8,36,43,12,37,1,34,44,52,32,19,24,35,50,11,23,10,53,38,30,6,41,13,40,7
iter1409,45,35,38,46,30,6,9,36,40,33,23,24,32,31,26,19,14,11,47,27,0,21,50,2,12,15,5,1,53,22,18,42,16,34,7,48,49,51,43,20,10,41,52,28,44,3,13,37,25,4,39,17,29,8
iter1410,51,30,38,32,33,8,49,28,4,36,23,35,18,21,22,24,50,11,47,27,0,40,20,3,10,12,14,6,52,9,17,41,15,34,7,25,42,44,46,19,31,37,2,16,39,5,53,48,26,1,45,29,43,13
iter1411,48,38,19,42,12,6,37,35,36,23,18,28,21,11,8,22,50,7,45,26,0,14,31,4,10,16,40,1,51,46,13,44,15,30,5,34,41,47,33,20,9,39,52,27,29,3,53,49,25,2,32,17,43,24
iter1412,49,33,21,37,24,6,16,25,14,36,29,35,18,38,26,15,51,10,52,28,1,46,44,3,13,11,9,5,34,0,19,48,27,30,7,12,43,41,45,32,20,40,53,22,23,4,2,47,31,8,39,17,50,42
iter1413,47,25,38,31,15,4,49,11,6,29,20,37,22,34,17,19,9,7,50,27,1,45,30,3,12,21,24,13,52,10,41,44,16,35,2,33,40,51,14,32,26,36,0,42,28,5,53,46,23,8,43,18,48,39
iter1414,41,31,46,30,36,6,33,32,10,19,21,29,24,42,45,15,7,20,48,26,2,3,50,11,13,4,12,0,51,22,8,39,18,37,23,52,40,49,43,25,14,28,53,38,35,5,1,44,27,9,34,16,47,17
iter1415,46,31,42,28,16,3,47,37,48,21,25,24,30,22,23,17,19,11,49,27,0,26,50,14,9,10,35,4,51,20,15,43,7,38,6,32,45,52,40,12,8,39,53,34,36,5,1,44,29,2,33,13,41,18
iter1416,43,28,51,25,16,9,52,20,27,39,23,35,31,37,21,14,4,10,26,24,0,18,44,1,15,19,22,6,49,41,11,42,17,34,5,50,46,53,38,32,12,45,2,29,36,7,3,47,33,8,40,13,48,30
iter1417,47,28,45,41,21,4,51,18,30,20,22,34,10,26,29,23,2,8,9,35,1,38,48,11,15,12,6,24,50,16,19,46,17,43,14,33,36,52,42,25,39,27,0,32,40,5,53,44,31,3,37,7,49,13
iter1418,50,37,46,38,15,2,48,33,35,27,19,36,20,34,41,18,12,8,40,26,1,25,47,10,11,21,44,14,52,6,7,43,23,22,5,17,51,45,31,24,16,42,53,30,28,4,0,49,29,3,39,13,32,9
iter1419,48,21,17,28,13,3,44,16,26,25,30,34,23,37,20,18,27,6,52,31,0,14,38,8,11,10,32,1,50,4,22,47,12,33,9,42,41,51,35,24,15,46,53,43,40,7,2,36,29,5,39,19,45,49
iter1420,49,30,38,32,22,5,51,18,13,21,27,36,28,37,24,20,14,7,52,29,0,39,17,4,15,19,10,1,35,9,8,44,26,40,6,45,47,50,48,31,33,41,11,16,43,2,53,46,25,3,34,12,42,23
iter1421,43,27,26,33,20,2,50,13,18,23,16,36,32,28,42,21,3,8,52,24,0,7,25,6,10,35,17,1,51,29,48,45,12,15,11,44,41,49,38,14,40,39,31,9,34,4,53,46,30,5,37,22,47,19
iter1422,47,23,46,36,26,6,49,43,2,31,20,33,30,41,40,18,35,12,50,29,1,19,32,3,8,11,22,5,53,42,13,44,17,34,9,45,51,52,37,21,14,27,0,25,24,7,4,39,28,10,38,15,48,16
iter1423,50,26,33,39,15,5,51,22,6,21,31,32,28,35,38,10,14,8,48,25,0,36,44,1,11,17,41,3,42,19,9,49,24,34,18,27,46,52,20,30,16,37,53,13,45,7,4,47,29,2,40,12,43,23
iter1424,49,30,40,32,14,3,47,28,48,25,22,24,29,35,18,12,17,11,51,23,0,13,27,8,10,26,9,1,45,2,50,44,15,37,7,38,41,46,33,19,36,39,52,20,21,4,53,43,31,5,34,16,42,6
iter1425,44,19,7,35,22,6,45,17,29,37,24,36,21,31,26,18,20,5,47,30,0,28,50,9,12,15,8,3,51,2,33,42,16,25,1,40,48,49,39,27,13,34,52,41,14,10,53,46,32,4,38,11,43,23
iter1426,49,38,35,36,33,6,10,29,23,24,22,32,34,26,20,21,9,7,52,25,3,50,51,11,13,15,41,1,42,0,40,47,16,30,4,43,12,53,44,19,18,31,48,39,27,8,2,46,28,5,37,14,45,17
iter1427,48,22,38,35,28,7,43,36,11,37,23,24,27,26,41,20,13,5,52,33,0,50,46,3,14,16,15,17,29,8,34,44,18,32,4,42,47,51,21,25,10,39,53,40,19,6,1,45,30,2,31,12,49,9
iter1428,46,25,35,41,13,3,43,11,22,18,26,29,20,21,40,19,24,8,51,34,1,23,49,9,12,15,6,0,50,5,10,45,30,36,4,27,37,39,44,28,16,42,52,31,38,7,53,47,33,2,32,14,48,17
iter1429,49,28,45,25,18,8,42,12,9,29,30,31,19,22,38,16,2,5,51,26,0,40,41,13,11,14,6,4,52,20,27,46,15,35,10,33,17,50,43,23,36,47,53,32,39,7,1,44,24,3,37,21,48,34
iter1430,47,39,31,41,22,4,42,9,12,15,27,23,29,36,32,19,16,14,49,33,0,10,51,6,11,17,26,2,52,35,20,43,13,25,7,34,38,45,50,18,24,28,1,21,30,3,53,48,37,5,44,8,46,40
iter1431,48,24,40,28,25,4,50,17,33,26,21,34,16,37,43,22,32,9,49,36,2,12,23,7,11,15,8,3,51,0,30,44,20,41,10,39,45,52,42,18,13,35,1,27,31,6,53,46,29,5,38,19,47,14
iter1432,45,28,27,43,21,3,51,31,25,32,22,34,36,29,41,18,46,11,49,26,0,8,39,1,9,10,33,5,52,2,24,47,15,35,7,23,50,38,44,17,19,40,53,16,14,4,13,42,30,6,37,20,48,12
iter1433,48,31,28,36,18,3,47,11,7,32,22,33,25,37,10,17,39,9,50,23,0,30,42,4,16,21,12,1,51,6,20,44,24,13,8,35,41,52,40,19,14,43,49,34,26,5,53,45,27,2,29,15,46,38
iter1434,47,18,35,37,38,7,28,39,4,33,23,34,20,16,19,13,25,11,52,27,3,40,51,14,15,22,12,6,53,2,44,48,21,43,5,30,42,50,36,24,10,45,0,29,41,8,1,49,31,9,32,17,46,26
iter1435,48,26,35,42,18,6,51,29,43,33,24,39,34,22,41,17,15,9,45,36,2,7,46,12,13,16,11,10,53,25,5,49,20,31,4,38,47,52,37,32,23,40,0,14,27,8,1,44,30,3,28,19,50,21
