,R:VERB:FORM,R:VERB:TENSE,M:NOUN,U:PREP,M:VERB:TENSE,R:PRON,R:SPELL,R:ADV,U:NOUN:POSS,R:ORTH,M:DET,U:OTHER,R:NOUN,U:ADV,M:ADJ,R:PREP,R:CONJ,U:NOUN,M:VERB:FORM,R:NOUN:NUM,R:NOUN:POSS,U:VERB:FORM,R:CONTR,M:ADV,U:DET,U:PUNCT,M:PRON,U:PART,R:NOUN:INFL,M:PART,M:CONJ,R:VERB:SVA,M:PUNCT,R:PUNCT,M:NOUN:POSS,U:VERB:TENSE,U:PRON,U:CONJ,R:WO,R:VERB,R:ADJ,M:PREP,R:VERB:INFL,U:ADJ,U:VERB,M:OTHER,U:CONTR,UNK,R:OTHER,R:PART,R:MORPH,R:DET,M:VERB,R:ADJ:FORM
iter5600,45,33,31,40,39,4,41,34,44,29,24,35,22,30,12,15,11,9,36,23,1,13,43,2,5,7,17,0,52,8,21,47,16,18,10,42,48,50,51,20,14,26,37,27,32,6,53,46,25,3,38,19,49,28
iter5601,47,23,34,43,28,7,46,14,19,29,21,33,38,30,37,22,12,5,50,24,0,40,32,8,13,11,4,1,52,36,6,48,15,31,3,39,49,45,42,20,18,25,35,10,26,9,53,41,27,2,44,17,51,16
iter5602,44,24,35,39,28,4,53,15,9,17,21,23,20,31,48,14,51,5,46,25,0,26,16,6,11,22,12,8,43,40,10,42,13,36,3,41,49,50,45,19,32,33,30,34,29,7,1,38,27,2,37,18,52,47
iter5603,47,28,35,41,17,7,49,11,29,20,33,31,27,25,39,18,1,8,44,36,0,22,51,3,10,15,9,19,52,48,14,43,16,23,4,26,38,50,45,34,13,30,53,21,37,6,2,42,24,5,40,12,46,32
iter5604,44,32,31,40,24,5,49,17,48,23,26,27,22,34,29,21,13,7,47,25,3,33,52,9,14,12,4,0,50,1,20,46,15,30,10,39,43,51,41,19,11,37,8,18,35,6,53,36,28,2,38,16,45,42
iter5605,45,26,35,42,13,7,50,20,44,32,23,37,28,33,40,27,36,9,48,30,0,31,49,5,10,34,39,4,53,6,15,43,14,24,11,41,51,52,29,16,21,25,2,12,22,8,3,46,19,1,38,17,47,18
iter5606,50,19,14,34,32,5,52,36,13,29,20,28,35,40,25,17,2,9,48,27,0,15,46,12,10,21,11,39,49,3,24,44,22,30,8,41,33,51,43,23,37,31,1,16,38,7,53,45,26,4,42,18,47,6
iter5607,48,34,40,38,18,8,52,30,24,33,20,31,25,39,43,17,7,11,50,26,0,21,13,6,15,35,27,1,49,10,41,45,16,23,5,36,22,51,47,19,12,32,53,42,28,4,2,37,29,3,44,14,46,9
iter5608,45,23,33,43,20,5,42,9,40,24,22,31,25,21,18,16,47,8,34,28,0,32,46,10,12,11,17,2,51,1,30,44,7,38,4,41,50,48,27,13,14,37,52,15,36,6,53,39,29,3,35,19,49,26
iter5609,51,28,35,32,22,7,29,15,50,34,25,23,26,33,27,16,3,9,45,21,0,18,41,2,13,14,36,1,52,8,10,47,17,44,6,49,39,48,38,19,12,20,53,31,43,11,4,42,24,5,40,30,46,37
iter5610,45,30,44,36,22,7,51,35,39,17,15,27,19,34,46,14,5,10,43,29,0,32,42,23,6,8,31,3,52,33,18,37,12,16,9,11,48,47,49,24,21,38,20,28,26,4,53,41,25,1,40,13,50,2
iter5611,45,25,37,40,28,7,51,9,11,30,22,33,18,32,27,16,3,8,46,24,0,36,48,5,13,15,2,10,50,49,12,43,14,38,4,31,44,47,42,23,17,35,52,29,20,6,53,39,26,1,34,19,41,21
iter5612,48,28,36,40,17,4,50,32,13,30,21,38,19,37,35,15,9,7,51,25,0,22,34,2,14,12,24,6,53,20,10,44,11,31,5,45,39,49,33,16,26,41,52,29,23,3,1,43,27,8,42,18,47,46
iter5613,40,32,44,28,13,6,42,29,18,33,20,31,21,22,38,16,43,7,49,24,1,46,52,2,8,10,17,3,51,47,9,41,15,19,4,39,27,50,30,26,11,36,0,35,34,5,53,45,23,12,37,14,48,25
iter5614,51,32,37,40,19,4,22,15,44,34,27,33,28,30,14,23,5,8,12,24,1,26,52,10,13,16,41,9,50,7,18,47,20,31,3,43,36,53,39,38,29,49,0,17,46,11,2,45,35,6,42,25,48,21
iter5615,46,35,49,36,10,4,47,27,39,21,30,34,24,31,42,19,7,5,16,28,0,40,52,3,14,11,8,2,51,20,22,37,17,33,13,29,45,50,41,25,15,38,1,23,32,6,53,44,26,12,43,18,48,9
iter5616,44,39,28,25,13,2,49,17,23,35,20,38,37,32,33,18,1,9,51,27,0,10,34,7,14,30,24,5,50,15,21,47,12,36,8,29,43,52,41,19,26,31,3,6,45,4,53,42,22,11,40,16,48,46
iter5617,48,20,22,33,17,11,51,8,13,27,29,37,23,12,36,19,52,10,39,28,0,14,47,4,9,16,15,2,46,3,31,41,30,43,7,40,35,50,45,18,21,42,53,32,26,5,1,44,24,6,34,25,49,38
iter5618,48,22,32,28,15,8,46,24,30,19,20,33,17,35,29,18,40,6,51,31,1,4,14,3,11,25,12,5,52,10,38,45,16,27,2,26,34,50,47,21,36,37,0,43,44,7,53,41,23,9,39,13,49,42
iter5619,50,25,23,36,17,3,49,12,10,31,27,30,28,42,40,15,14,9,45,21,2,22,43,1,13,8,33,5,51,0,35,41,20,24,6,32,37,52,46,16,18,39,34,19,38,7,53,44,26,4,29,11,47,48
iter5620,48,33,36,34,11,1,49,46,7,40,20,29,22,24,41,14,45,6,30,23,5,27,47,4,9,16,31,0,51,32,17,39,15,38,8,13,26,50,37,12,21,25,52,42,18,2,53,43,28,3,35,10,44,19
iter5621,50,36,41,34,35,6,40,24,21,22,23,30,19,37,26,15,18,7,45,33,1,49,51,2,14,11,16,17,47,25,9,42,12,44,5,20,43,52,38,13,8,28,0,32,29,4,53,48,27,3,39,10,46,31
iter5622,51,33,32,40,10,6,49,24,47,34,21,27,18,30,15,20,2,5,16,22,1,11,43,8,13,12,26,19,52,17,28,50,14,38,9,35,41,44,46,25,37,39,0,31,42,3,53,45,29,7,36,23,48,4
iter5623,48,21,31,27,33,4,40,42,39,36,22,23,34,32,38,7,35,5,51,20,0,9,37,11,14,25,15,1,49,12,18,45,13,16,10,28,52,46,30,6,8,41,47,24,19,3,53,44,26,2,29,17,50,43
iter5624,46,25,37,31,36,16,50,33,13,20,24,32,23,43,39,17,10,9,51,30,3,26,49,7,12,15,1,2,52,0,6,41,18,35,5,45,44,40,42,28,22,29,53,38,21,8,14,47,27,4,34,11,48,19
iter5625,48,27,20,21,28,6,41,15,42,26,23,32,33,40,14,12,50,8,31,29,0,24,36,7,9,13,11,1,52,22,2,47,17,25,4,30,44,49,34,16,18,43,51,38,37,5,53,45,35,3,39,10,46,19
iter5626,47,24,13,33,18,1,50,29,5,27,25,31,21,36,12,22,10,4,48,26,0,28,45,7,17,9,35,3,51,8,16,42,20,19,11,37,43,49,40,23,14,46,53,32,34,2,52,39,30,6,41,15,44,38
iter5627,41,30,40,29,15,7,50,18,22,25,24,32,19,35,43,16,23,6,51,20,1,17,46,2,10,13,37,34,52,12,5,45,14,44,11,33,49,48,36,26,8,38,0,9,31,4,53,42,27,3,39,21,47,28
iter5628,45,33,46,36,37,3,39,26,13,29,27,38,35,23,49,15,8,20,50,30,0,11,48,4,18,21,22,2,51,16,6,47,24,34,7,32,42,52,19,28,17,40,1,14,25,9,53,43,31,5,41,12,44,10
iter5629,40,24,35,39,13,1,51,25,42,34,23,29,31,27,22,32,12,10,52,33,0,46,19,2,11,16,7,4,50,38,14,45,20,36,6,17,48,49,21,18,15,37,53,43,26,8,5,47,30,3,41,28,44,9
iter5630,49,27,21,35,15,2,48,39,24,31,23,34,19,38,32,20,1,14,52,22,0,43,42,6,11,18,17,10,51,7,9,46,16,30,3,33,44,41,36,28,13,29,5,25,37,8,53,50,26,4,40,12,45,47
iter5631,47,27,30,35,22,7,44,13,8,31,26,34,20,37,25,19,28,4,48,29,1,42,15,2,10,18,21,0,50,9,45,41,11,36,5,43,38,51,23,24,17,32,52,39,14,6,53,46,33,3,40,16,49,12
iter5632,46,28,32,40,18,10,49,26,42,16,25,29,17,36,24,11,52,9,37,22,2,4,45,6,14,15,19,1,44,5,20,47,12,34,8,43,38,53,30,23,21,31,0,33,35,7,51,48,27,3,39,13,50,41
iter5633,46,34,20,38,11,5,23,32,26,36,29,30,22,43,12,14,3,4,50,27,0,47,42,1,9,17,10,2,51,15,24,40,18,21,16,45,44,52,41,19,25,39,48,31,35,6,53,33,28,8,37,13,49,7
iter5634,47,25,42,34,22,7,38,17,19,29,23,35,24,27,49,21,52,11,39,28,0,4,51,8,13,20,30,3,50,2,18,43,16,33,10,45,32,53,37,26,12,46,1,41,44,6,15,36,31,5,40,14,48,9
iter5635,44,24,11,21,15,2,48,38,49,30,23,29,26,10,36,12,45,5,47,28,0,8,14,9,13,22,46,1,52,50,7,42,19,34,3,39,40,51,35,18,20,31,41,25,32,4,53,37,27,6,33,17,43,16
iter5636,43,27,41,38,20,4,48,13,0,25,21,28,29,24,40,16,33,7,52,30,1,23,36,39,11,6,49,8,51,32,10,45,17,31,9,26,46,50,37,18,14,44,3,15,35,5,53,42,22,2,34,19,47,12
iter5637,44,19,50,35,15,10,45,38,11,20,21,32,27,31,13,18,34,12,43,29,0,1,47,6,14,16,4,2,51,5,9,41,25,17,8,49,46,42,40,26,24,28,52,22,33,3,53,39,36,7,37,23,48,30
iter5638,49,25,44,43,37,6,52,15,45,33,27,31,26,22,16,21,14,8,53,29,1,47,51,10,11,18,38,5,30,9,39,41,20,35,7,36,48,50,40,19,13,32,0,24,23,4,2,42,28,3,34,12,46,17
iter5639,47,26,38,33,5,4,49,35,28,20,31,32,29,17,52,8,7,3,46,25,0,11,27,6,16,23,21,14,53,45,19,43,13,34,10,39,41,50,40,22,12,42,51,18,36,2,9,44,30,1,37,15,48,24
iter5640,45,26,27,34,30,7,51,35,22,32,28,29,24,20,42,18,4,8,44,25,1,40,50,6,10,16,11,3,52,31,17,41,15,12,5,33,37,49,38,21,13,39,0,14,46,9,53,47,23,2,36,19,48,43
iter5641,48,30,36,40,19,3,46,33,4,21,27,34,24,32,41,22,10,8,37,29,0,16,50,9,11,13,7,1,52,2,25,44,26,20,12,45,39,47,23,17,31,38,51,14,18,6,53,43,28,5,35,15,49,42
iter5642,43,34,18,41,28,11,48,20,49,30,26,23,33,32,8,15,4,6,47,27,0,35,44,5,13,10,14,1,51,46,17,39,12,21,7,40,25,50,38,31,16,37,52,9,29,3,53,42,22,2,36,24,45,19
iter5643,46,31,12,43,24,6,44,22,33,30,21,32,25,40,26,16,9,11,51,23,0,34,52,7,13,15,19,2,49,1,18,38,14,42,5,27,47,50,39,17,20,36,53,35,28,8,3,45,29,4,41,10,48,37
iter5644,47,27,39,40,34,5,51,20,17,33,26,32,30,23,22,21,7,11,50,31,2,6,45,10,12,16,14,3,52,13,15,43,18,38,1,41,49,48,44,29,37,25,0,35,28,8,53,42,24,9,36,19,46,4
iter5645,46,23,39,45,30,4,35,19,48,21,27,31,29,20,43,18,8,6,49,28,0,5,51,11,13,9,22,2,50,3,17,37,14,38,10,40,41,36,34,24,16,25,52,12,42,7,53,44,26,1,32,15,47,33
iter5646,44,28,33,39,26,6,48,16,10,27,22,35,29,25,19,23,1,4,51,24,0,46,40,8,12,17,20,2,52,49,14,47,21,31,3,50,45,30,43,34,11,38,9,18,42,7,53,36,32,5,37,13,41,15
iter5647,47,32,42,36,14,4,43,33,45,26,22,28,25,29,18,16,0,9,49,23,1,38,41,3,10,8,15,11,51,52,12,39,20,34,7,37,48,50,44,24,17,30,6,13,35,5,53,40,27,2,31,19,46,21
iter5648,49,25,12,36,35,6,47,16,42,37,29,34,22,43,24,21,17,4,51,31,0,38,53,8,11,20,10,5,44,2,19,39,13,30,9,23,40,50,46,18,15,41,52,14,28,7,1,48,26,3,33,27,45,32
iter5649,41,25,15,37,13,8,50,19,27,33,22,32,21,36,42,23,24,4,49,28,0,16,45,2,10,11,9,1,31,48,3,43,12,40,17,35,18,51,38,20,26,39,52,30,34,6,53,46,29,5,44,14,47,7
iter5650,49,33,46,34,24,10,45,23,50,18,29,36,30,26,14,22,2,11,51,28,0,38,12,7,15,9,44,1,48,6,19,39,16,20,5,43,17,47,32,25,13,37,53,31,40,4,52,41,27,3,35,21,42,8
iter5651,49,21,18,29,13,4,41,32,43,15,23,33,27,19,30,17,3,6,50,26,0,36,28,9,10,22,8,7,51,12,31,42,24,37,5,16,46,47,44,20,14,38,52,39,35,2,53,45,34,1,40,11,48,25
iter5652,48,27,22,39,23,4,45,40,37,32,21,26,35,33,18,31,14,5,43,25,0,47,30,10,15,16,11,6,52,7,2,42,19,28,3,36,44,51,50,17,12,41,20,8,34,9,53,46,29,1,38,13,49,24
iter5653,42,24,45,34,14,5,49,13,17,29,26,30,21,7,33,15,1,9,52,22,0,23,50,16,8,12,19,3,39,46,32,41,11,36,2,25,44,51,35,31,10,40,48,28,27,6,53,37,20,4,43,18,47,38
iter5654,51,29,45,34,28,3,50,23,4,19,22,31,17,38,46,18,6,13,40,25,2,9,12,16,14,21,39,1,52,11,5,35,15,43,10,33,48,49,44,32,26,36,0,42,30,8,53,41,24,7,37,27,47,20
iter5655,48,18,40,26,31,3,49,9,12,34,28,33,30,41,32,11,35,7,46,22,0,36,10,4,16,20,21,2,51,37,25,42,14,15,6,13,39,44,47,17,23,43,52,29,19,5,53,45,24,1,38,27,50,8
iter5656,49,34,47,32,12,8,53,16,39,33,24,31,20,23,43,14,7,9,52,28,2,41,45,22,10,13,46,5,50,21,29,48,17,27,4,35,30,51,37,26,19,38,0,11,36,6,1,44,25,3,40,15,42,18
iter5657,46,25,43,40,15,3,50,26,35,24,22,34,23,21,17,18,44,12,49,33,0,9,16,5,10,13,14,1,51,4,30,41,19,31,7,38,36,47,48,27,20,39,52,32,37,8,53,42,28,2,29,11,45,6
iter5658,46,20,24,44,16,9,52,17,45,25,21,34,32,28,39,23,2,11,51,26,0,7,41,6,12,14,37,3,49,4,22,43,18,35,5,47,38,50,48,27,10,29,53,33,36,8,1,42,19,13,30,15,40,31
iter5659,43,27,21,35,19,4,34,22,5,17,28,29,25,32,40,24,42,12,49,30,0,8,51,6,15,18,3,10,46,1,16,44,20,26,9,39,45,50,33,38,23,37,52,11,36,7,53,47,31,2,41,13,48,14
iter5660,48,20,31,36,14,3,50,19,5,24,32,35,22,30,18,37,8,7,47,27,0,42,49,4,12,13,21,9,52,6,15,46,16,43,10,39,45,51,34,17,26,38,53,25,23,11,2,44,33,1,40,29,41,28
iter5661,47,26,29,31,22,6,42,19,12,16,28,37,24,38,33,17,4,9,51,23,0,50,39,8,15,14,49,1,52,3,10,44,21,20,5,36,30,48,43,25,18,40,53,34,32,7,13,41,27,2,35,11,46,45
iter5662,46,33,47,44,27,9,42,17,7,23,26,35,31,19,6,14,41,5,51,29,0,50,48,10,11,15,21,1,49,4,12,40,22,24,8,30,37,45,34,25,16,36,52,13,32,3,53,43,28,2,39,18,38,20
iter5663,45,22,33,34,20,2,51,11,40,25,21,30,28,43,15,19,35,5,29,26,0,36,9,3,10,12,6,8,48,52,18,41,16,24,4,42,47,49,44,13,14,37,50,23,31,7,53,38,27,1,32,17,46,39
iter5664,49,23,37,33,39,4,43,34,25,30,27,38,29,12,36,18,32,8,46,22,0,26,52,13,10,15,7,2,51,3,35,47,16,20,5,44,31,50,19,14,17,45,1,24,42,6,53,41,28,9,40,21,48,11
iter5665,49,24,25,33,16,4,50,12,35,10,26,37,28,34,36,18,8,11,45,32,0,7,31,9,13,15,22,3,48,1,46,47,19,27,2,21,38,51,42,20,14,29,52,43,17,6,53,44,30,5,40,23,39,41
iter5666,45,29,34,22,18,3,47,11,43,30,17,28,14,41,26,21,31,7,32,27,0,33,46,1,8,15,51,6,52,5,10,39,16,25,9,40,44,42,48,20,12,36,53,19,13,4,50,38,24,2,35,23,49,37
iter5667,47,24,41,40,22,5,50,35,12,36,18,34,30,15,27,25,2,4,39,21,0,11,51,7,10,14,37,3,52,49,9,46,16,20,8,38,45,44,19,17,13,32,33,23,31,6,53,42,29,1,43,28,48,26
iter5668,43,22,13,34,12,4,35,30,14,29,20,26,24,36,45,17,5,10,50,21,0,49,42,3,11,16,44,6,52,31,1,47,18,39,2,37,41,25,48,19,9,33,53,28,23,8,51,40,27,7,38,15,46,32
iter5669,47,20,40,36,25,13,46,15,6,22,24,35,29,21,42,18,12,8,52,26,0,14,50,11,10,9,4,3,48,1,38,44,16,23,7,30,43,49,41,19,34,37,31,27,33,5,53,45,28,2,39,17,51,32
iter5670,42,26,22,28,17,4,49,24,45,35,23,31,32,21,36,14,38,3,50,18,0,1,5,7,10,11,51,8,52,41,15,43,13,30,6,37,40,48,46,25,20,27,39,16,34,2,53,44,29,9,33,12,47,19
iter5671,49,26,36,35,16,4,41,14,43,19,18,32,22,21,33,15,27,6,51,28,0,34,38,10,13,23,24,2,52,11,9,48,20,12,5,46,47,50,45,29,7,44,1,25,39,8,53,42,30,3,31,17,40,37
iter5672,50,27,40,44,15,4,42,25,26,39,28,33,31,41,19,23,7,8,52,34,0,1,18,5,14,32,20,6,47,12,24,48,11,29,2,46,43,53,45,16,21,36,17,30,37,10,3,49,35,9,38,22,51,13
iter5673,48,30,44,38,12,6,51,15,23,37,21,35,20,31,47,16,11,22,50,28,2,29,9,7,10,5,19,3,52,33,8,45,18,26,13,42,43,46,39,17,24,34,0,36,32,4,53,40,27,1,41,14,49,25
iter5674,49,32,21,42,29,6,47,12,44,35,24,27,25,28,40,23,37,5,48,19,0,17,51,8,16,11,7,2,52,30,18,41,15,22,10,39,38,50,33,31,13,34,53,20,43,9,1,45,26,4,36,14,46,3
iter5675,51,26,33,37,28,8,50,11,21,32,29,31,24,47,35,30,0,12,36,25,1,22,53,7,13,14,17,9,52,3,15,45,19,18,5,38,46,48,43,20,23,41,10,39,42,6,4,40,27,2,34,16,49,44
iter5676,47,21,31,30,16,8,45,17,25,36,19,22,27,32,42,14,6,3,49,26,1,35,46,4,13,9,28,0,52,7,12,43,11,20,10,41,50,51,39,24,33,23,2,34,40,5,53,48,29,15,37,18,44,38
iter5677,45,23,32,40,15,8,38,35,51,31,20,29,19,24,26,16,36,10,49,22,0,43,41,5,11,18,30,1,47,3,2,42,14,21,4,46,37,50,44,13,9,39,52,34,28,7,53,48,27,6,33,17,25,12
iter5678,49,31,35,34,30,6,45,14,32,20,28,27,33,19,44,16,4,8,51,23,0,7,52,17,10,12,42,1,50,2,22,39,13,21,5,38,41,48,25,29,18,40,53,24,37,3,11,46,26,9,43,15,47,36
iter5679,48,30,29,34,28,5,52,24,20,36,23,32,33,27,45,14,0,10,50,25,4,19,41,6,13,8,11,1,47,2,40,44,16,21,9,43,38,49,46,17,12,42,18,15,35,7,53,39,26,3,31,22,51,37
iter5680,44,32,38,40,16,4,41,43,46,26,29,37,19,15,18,23,9,11,52,30,0,31,42,7,8,12,2,1,51,17,13,48,22,34,3,35,20,50,33,14,24,39,53,27,25,5,49,45,28,6,36,21,47,10
iter5681,46,27,34,41,36,2,48,20,43,30,25,39,26,21,37,13,51,5,22,24,0,3,49,17,16,6,10,12,52,8,9,45,18,28,11,32,31,50,38,19,7,40,53,35,29,4,15,42,23,1,33,14,47,44
iter5682,47,24,21,36,32,1,50,17,8,38,26,34,28,11,42,19,4,10,53,27,0,30,44,9,12,14,22,5,51,2,29,40,25,31,7,39,52,48,41,23,18,46,49,13,33,6,16,45,35,3,37,20,43,15
iter5683,45,27,36,37,21,3,50,29,2,33,30,32,24,31,15,18,46,11,51,28,0,12,23,9,13,22,35,4,52,7,40,41,16,34,1,39,48,49,44,20,19,25,8,10,17,5,53,43,26,6,38,14,47,42
iter5684,47,28,43,32,14,8,46,27,36,13,23,31,26,29,37,12,25,4,42,19,0,15,48,3,11,9,50,7,53,16,2,45,17,20,6,34,44,49,33,35,30,40,51,10,22,5,52,39,21,1,38,18,41,24
iter5685,51,38,36,44,19,4,41,34,37,22,29,33,23,13,39,27,26,14,48,28,0,3,25,6,11,21,15,8,47,10,17,46,16,31,7,35,24,52,32,20,18,45,53,43,42,5,1,49,30,2,40,12,50,9
iter5686,50,38,40,28,16,5,52,17,11,33,26,37,23,35,21,22,7,8,51,31,2,49,27,13,9,30,10,15,53,3,46,47,18,19,14,29,32,45,42,25,24,41,0,36,39,6,1,48,34,4,43,20,44,12
iter5687,45,28,39,38,12,4,44,24,48,22,15,30,25,26,23,20,8,10,50,34,0,35,31,5,9,16,33,1,49,29,3,41,19,32,7,40,47,51,27,14,13,42,52,18,11,6,53,43,37,2,36,17,46,21
iter5688,46,26,35,39,21,6,48,33,43,31,17,29,22,24,8,11,1,12,53,19,0,45,47,5,13,18,52,3,51,40,25,38,20,16,7,14,42,50,27,23,34,37,10,32,36,9,2,49,28,4,30,15,44,41
iter5689,48,25,24,41,44,4,49,30,37,36,20,39,33,32,31,13,6,9,53,28,1,40,38,17,10,15,50,7,34,27,3,45,12,43,5,42,19,52,35,11,16,29,22,23,21,2,0,47,26,8,46,18,51,14
iter5690,46,26,36,31,18,5,49,11,15,29,23,30,20,42,22,17,39,10,50,25,0,34,52,3,12,9,16,7,47,2,8,38,24,32,4,44,43,51,35,21,27,33,53,13,41,6,1,45,28,14,40,19,48,37
iter5691,44,20,42,38,17,2,49,32,51,26,24,36,18,29,33,16,4,9,53,27,0,34,50,7,14,13,40,1,48,3,23,47,15,25,8,28,37,39,46,21,12,35,52,19,30,6,11,43,31,10,41,22,45,5
iter5692,43,29,34,30,22,5,51,20,6,13,25,31,28,15,27,18,4,10,45,26,1,37,52,21,11,9,12,7,48,46,36,47,14,41,3,23,49,50,42,17,19,40,0,35,32,8,53,38,24,2,44,16,39,33
iter5693,48,29,46,43,22,4,52,40,8,15,28,36,31,20,39,14,3,6,53,30,1,49,44,11,16,19,5,7,50,23,26,47,18,32,12,13,33,51,45,17,25,42,0,34,38,9,2,41,24,10,35,21,37,27
iter5694,43,31,21,38,30,3,50,37,34,25,22,33,19,40,24,10,6,4,51,29,0,23,2,1,11,16,14,7,49,32,18,42,13,41,9,39,15,48,28,20,12,44,52,26,35,8,53,47,27,5,36,17,46,45
iter5695,43,30,22,38,9,2,48,17,19,34,18,33,20,28,21,14,1,3,49,26,0,50,39,4,11,8,23,12,51,40,7,42,13,29,10,32,37,47,44,16,24,35,52,41,36,5,53,46,27,6,31,15,45,25
iter5696,45,22,24,41,17,9,47,23,36,40,33,27,20,16,26,19,25,11,46,28,1,5,52,8,12,10,31,13,51,3,39,44,18,35,2,34,38,48,49,21,14,32,53,6,42,7,0,43,29,4,37,15,50,30
iter5697,41,20,43,30,14,4,38,44,50,19,22,31,27,15,18,16,11,10,40,26,0,25,42,6,13,7,33,2,52,12,28,47,17,36,8,35,48,51,46,23,21,34,49,24,37,3,53,39,29,1,32,9,45,5
iter5698,46,18,15,41,20,4,51,27,11,38,22,31,23,30,43,13,50,8,49,25,0,42,39,2,9,17,32,29,52,3,7,44,19,33,5,16,45,47,40,21,24,37,35,26,12,6,53,36,28,1,34,10,48,14
iter5699,48,34,27,40,11,4,47,14,10,30,20,28,36,23,44,16,45,8,50,26,0,29,52,5,9,13,38,2,51,1,15,39,19,22,6,31,41,49,42,17,33,32,21,18,35,7,53,43,24,3,37,12,46,25
iter5700,48,25,31,41,27,1,50,12,8,33,28,34,29,36,35,15,10,5,46,21,0,20,49,14,13,23,43,3,51,2,18,42,16,22,11,19,32,47,40,17,30,37,53,9,38,4,52,45,24,6,39,26,44,7
iter5701,47,23,29,32,13,1,49,14,22,24,21,34,31,33,8,20,4,7,37,26,0,10,42,11,12,16,15,2,51,28,17,40,18,44,3,35,50,48,45,25,19,41,52,46,38,5,53,39,27,6,36,9,43,30
iter5702,42,27,36,32,17,4,39,14,10,24,23,33,19,26,46,15,47,11,50,28,0,35,51,3,12,13,21,6,52,1,8,44,18,41,9,31,49,48,43,29,16,37,53,30,22,5,2,40,25,7,38,20,45,34
iter5703,45,30,22,35,15,5,51,34,12,29,16,32,26,23,18,17,19,7,47,27,1,33,49,14,10,13,8,0,50,6,21,44,11,24,2,43,48,52,28,31,37,40,39,36,38,4,53,46,25,3,41,20,42,9
iter5704,47,30,45,26,18,3,52,11,5,35,27,36,34,17,31,16,13,7,50,25,0,8,23,2,12,19,14,9,51,46,40,41,20,39,1,38,32,49,29,21,15,44,53,24,33,4,48,42,28,10,37,22,43,6
iter5705,46,34,29,38,23,10,49,15,9,21,28,37,36,32,40,16,2,11,53,27,0,12,25,5,17,30,18,3,50,52,7,47,22,39,8,43,42,48,44,31,13,45,20,19,26,6,1,41,33,4,35,24,51,14
iter5706,47,23,21,39,19,1,50,34,8,30,20,40,25,27,36,11,33,12,52,32,0,48,14,5,13,22,37,16,51,2,24,46,15,17,9,38,42,49,29,31,6,43,53,45,26,3,10,41,28,4,35,18,44,7
iter5707,46,31,20,39,18,3,49,27,38,22,23,32,28,34,10,16,7,9,48,24,0,26,52,12,14,8,13,4,19,1,11,45,21,37,6,35,30,50,43,36,33,40,53,15,41,5,51,42,25,2,29,17,44,47
iter5708,45,16,9,34,30,4,47,18,2,37,20,35,22,31,17,13,46,5,50,25,0,32,42,10,15,7,11,1,52,3,29,43,19,39,12,26,40,49,28,14,21,27,53,38,44,8,51,41,23,6,36,24,48,33
iter5709,43,25,33,45,28,5,34,41,17,31,23,24,32,36,20,26,1,9,42,27,0,2,16,7,10,12,44,4,51,37,19,47,14,13,3,39,48,50,40,18,22,35,53,30,21,8,52,49,29,11,38,15,46,6
iter5710,49,34,42,32,14,7,44,26,19,37,27,30,25,31,50,16,10,13,39,23,0,12,46,6,11,8,17,1,51,2,9,48,15,33,5,43,18,52,22,29,21,45,35,24,47,4,53,41,28,3,38,20,36,40
iter5711,43,34,29,36,20,2,48,28,47,26,35,31,23,25,19,22,5,6,49,30,0,10,50,11,9,14,17,1,51,7,12,42,16,15,8,21,40,46,41,27,18,38,53,32,37,3,52,44,33,4,39,13,45,24
iter5712,48,32,40,29,25,3,47,23,7,41,19,36,38,28,37,21,17,9,51,35,1,22,45,16,12,18,33,0,52,2,30,43,24,15,8,27,50,49,46,11,6,34,53,13,20,5,14,44,31,10,42,26,39,4
iter5713,44,20,41,27,24,10,30,8,43,14,19,26,18,38,42,12,1,6,51,23,0,48,50,4,11,9,47,2,46,35,17,34,16,25,5,32,33,49,39,29,15,36,52,31,28,3,53,40,22,13,37,21,45,7
iter5714,48,31,26,33,19,4,49,27,36,23,29,35,13,37,42,16,17,5,20,24,3,43,10,6,11,12,47,0,50,2,30,45,15,21,7,40,34,52,44,25,14,39,51,32,18,8,53,46,28,1,38,22,41,9
iter5715,43,22,37,39,32,5,49,19,31,30,25,34,24,18,45,21,1,11,47,28,3,40,23,12,17,16,13,2,52,14,6,46,20,27,8,29,48,51,36,35,42,41,53,10,33,9,0,44,26,7,38,15,50,4
iter5716,43,33,26,34,13,3,50,24,39,25,19,29,15,20,46,22,37,8,42,27,0,28,48,2,11,9,10,6,49,35,7,41,12,44,5,32,17,51,47,18,16,40,53,38,21,4,52,36,23,1,30,14,45,31
iter5717,47,31,37,43,20,6,53,22,10,17,27,33,23,41,26,24,38,9,16,28,1,11,35,5,18,19,12,2,49,42,13,44,14,21,8,52,36,48,46,29,32,25,0,45,40,7,4,51,30,3,39,15,50,34
iter5718,49,31,33,36,16,3,45,18,27,20,24,35,28,26,41,19,2,13,53,38,0,39,46,12,10,8,9,5,48,4,25,47,17,34,6,14,42,44,43,22,15,32,52,11,30,7,51,40,29,1,37,21,50,23
iter5719,45,35,33,36,27,7,22,43,10,29,23,34,28,31,32,25,41,9,51,30,1,14,50,20,12,18,16,2,49,5,8,48,13,26,4,38,47,52,42,21,17,39,53,40,19,6,0,44,24,3,37,15,46,11
